game_id,play_id,stat_id,lateral_rec_yards,team_abbr,player_name,gsis_player_id
2019_10_NYG_NYJ,4162,23,6,NYG,G.Tate,00-0027891
2019_05_BAL_PIT,2857,23,4,PIT,J.Holton,00-0032935
2019_05_JAX_CAR,2164,23,1,JAX,L.Fournette,00-0033856
2019_04_KC_DET,3471,23,23,KC,L.McCoy,00-0027029
2019_17_OAK_DEN,3581,23,9,OAK,M.Ateman,00-0034747
2019_01_BUF_NYJ,4528,23,-12,NYJ,Q.Enunwa,00-0031023
2019_02_MIN_GB,4321,23,4,MIN,S.Diggs,00-0031588
