gameid,visid,homeid,visname,homename,date,location,stadium,start,end,leaguegame,duration,attend,temp,wind,weather,ref,ump,line,lj,bj,fj,sj,hasball,down,togo,spot,context,playid,tokens,desc,newcontext,type,first,clock,turnover,score,vscore,hscore,ob,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,1,10,CC23,"H,1,10,H23","13,3,92","Q:3 T:15:00 SPOT:H,H35,N","Start of 3rd quarter, clock 15:00, CC ball on CC35.","H,1,10,H35",#,NA,15:00,NA,NA,NA,NA,NA,13,H,CC,"INT,2,00:00,23","HALF,2,00:00,23",0,0,0:00,INT,2,00:00,CC23,HALF,2,00:00,CC23,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,1,10,CC35,"H,1,10,H35","13,4,93","KO:2,V34 FC:80","D. Schuhmacher kickoff 31 yards to the BD34, fair catch by J. Torrededia.","V,1,10,V34",K,NA,NA,NA,NA,NA,NA,NA,13,H,CC,"INT,2,00:00,23","HALF,2,00:00,23",0,0,0:00,INT,2,00:00,CC23,HALF,2,00:00,CC23,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,10,BD34,"V,1,10,V34","14,1,94","{DRIVE}:15:00 RUSH:3,V38, TACK:25","BARCELONA DRAGONS drive start at 15:00, A. Jimenez rush for 4 yards to the BD38 (25).","V,2,6,V38",R,NA,15:00,NA,NA,NA,NA,NA,14,V,BD,"KO,3,15:00,34","TD,3,11:32,100",7,66,3:28,KO,3,15:00,BD34,TD,3,11:32,CC00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,2,6,BD38,"V,2,6,V38","14,2,95","PASS:1,C,4,V45","Z. Edwards pass complete to R. Bertellin for 7 yards to the BD45, 1ST DOWN BD.","V,1,10,V45",P,P,NA,NA,NA,NA,NA,NA,14,V,BD,"KO,3,15:00,34","TD,3,11:32,100",7,66,3:28,KO,3,15:00,BD34,TD,3,11:32,CC00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,10,BD45,"V,1,10,V45","14,3,96","RUSH:3,V40, TACK:42",A. Jimenez rush for loss of 5 yards to the BD40 (42).,"V,2,15,V40",R,NA,NA,NA,NA,NA,NA,NA,14,V,BD,"KO,3,15:00,34","TD,3,11:32,100",7,66,3:28,KO,3,15:00,BD34,TD,3,11:32,CC00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,2,15,BD40,"V,2,15,V40","14,4,97","PASS:1,C,5,H38 TACK:20","Z. Edwards pass complete to J. Constant for 22 yards to the CC38, 1ST DOWN BD (J. Seibel).","V,1,10,H38",P,P,NA,NA,NA,NA,NA,NA,14,V,BD,"KO,3,15:00,34","TD,3,11:32,100",7,66,3:28,KO,3,15:00,BD34,TD,3,11:32,CC00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,10,CC38,"V,1,10,H38","14,5,98","PASS:1,C,15,H22 TACK:24","Z. Edwards pass complete to M. Flores for 16 yards to the CC22, 1ST DOWN BD (D. Jacobs).","V,1,10,H22",P,P,NA,NA,NA,NA,NA,NA,14,V,BD,"KO,3,15:00,34","TD,3,11:32,100",7,66,3:28,KO,3,15:00,BD34,TD,3,11:32,CC00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,10,CC22,"V,1,10,H22","14,6,99","RUSH:17,H24, TACK:58",A. Herrero rush for loss of 2 yards to the CC24 (L. Weitz).,"V,2,12,H24",R,NA,NA,NA,NA,NA,NA,NA,14,V,BD,"KO,3,15:00,34","TD,3,11:32,100",7,66,3:28,KO,3,15:00,BD34,TD,3,11:32,CC00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,2,12,CC24,"V,2,12,H24","14,7,100","PASS:1,C,15,H00 T:11:32","Z. Edwards pass complete to M. Flores for 24 yards to the CC0, 1ST DOWN BD, TOUCHDOWN, clock 11:32.","V,1,10,H15",P,P,11:32,NA,Y,6,14,NA,14,V,BD,"KO,3,15:00,34","TD,3,11:32,100",7,66,3:28,KO,3,15:00,BD34,TD,3,11:32,CC00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,10,CC15,"V,1,10,H15","14,8,101","PAT:P,1,M PEN:H,PI,A,58,H01,N NOPLAY: PAT:R,4,M","Z. Edwards pass attempt failed, PENALTY CC pass interference (L. Weitz) 14 yards to the CC1, 1ST DOWN BD, NO PLAY, R. Bertellin rush attempt failed.","V,1,0,V35",X,E,NA,NA,NA,NA,NA,NA,14,V,BD,"KO,3,15:00,34","TD,3,11:32,100",7,66,3:28,KO,3,15:00,BD34,TD,3,11:32,CC00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,0,BD35,"V,1,0,V35","14,9,102","KO:85,H05 RET:1,H35 TACK:43,55","J. Llinas kickoff 60 yards to the CC5, Q. Pounds return 30 yards to the CC35 (V. Albarracin;I. Guiterrez).","H,1,10,H35",K,NA,NA,NA,NA,NA,NA,NA,14,V,BD,"KO,3,15:00,34","TD,3,11:32,100",7,66,3:28,KO,3,15:00,BD34,TD,3,11:32,CC00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,1,10,CC35,"H,1,10,H35","15,1,103",{DRIVE}:11:23,COLOGNE CENTURIONS drive start at 11:23.,"H,1,10,H35",NA,NA,11:23,NA,NA,NA,NA,NA,15,H,CC,"KO,3,11:23,35","TD,3,11:03,100",1,65,0:20,KO,3,11:23,CC35,TD,3,11:03,BD00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,1,10,CC35,"H,1,10,H35","15,2,104","RUSH:28,V00, T:11:03","M. London rush for 65 yards to the BD0, 1ST DOWN CC, TOUCHDOWN, clock 11:03.","H,1,10,V15",R,R,11:03,NA,Y,6,20,NA,15,H,CC,"KO,3,11:23,35","TD,3,11:03,100",1,65,0:20,KO,3,11:23,CC35,TD,3,11:03,BD00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,1,10,BD15,"H,1,10,V15","15,3,105","PAT:K,2,G",D. Schuhmacher kick attempt good.,"H,1,0,H35",X,NA,NA,NA,Y,6,21,NA,15,H,CC,"KO,3,11:23,35","TD,3,11:03,100",1,65,0:20,KO,3,11:23,CC35,TD,3,11:03,BD00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,1,0,CC35,"H,1,0,H35","15,4,106","KO:2,V00 TB:","D. Schuhmacher kickoff 65 yards to the BD0, touchback.","V,1,10,V25",K,NA,NA,NA,NA,NA,NA,NA,15,H,CC,"KO,3,11:23,35","TD,3,11:03,100",1,65,0:20,KO,3,11:23,CC35,TD,3,11:03,BD00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,10,BD25,"V,1,10,V25","16,1,107","{DRIVE}:11:03 RUSH:4,V05, TACK:44","BARCELONA DRAGONS drive start at 11:03, R. Bertellin rush for loss of 20 yards to the BD5 (M. Kensy).","V,2,30,V05",R,NA,11:03,NA,NA,NA,NA,NA,16,V,BD,"KO,3,11:03,25","PUNT,3,06:00,23",8,-2,5:03,KO,3,11:03,BD25,PUNT,3,06:00,BD23,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,2,30,BD05,"V,2,30,V05","16,2,108","PASS:1,I,5,*",Z. Edwards pass incomplete to J. Constant.,"V,3,30,V05",P,NA,NA,NA,NA,NA,NA,NA,16,V,BD,"KO,3,11:03,25","PUNT,3,06:00,23",8,-2,5:03,KO,3,11:03,BD25,PUNT,3,06:00,BD23,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,3,30,BD05,"V,3,30,V05","16,3,109","PEN:H,UH,A,3,V10,1","PENALTY CC illegal use of hands (J. Voelker) 5 yards to the BD10, 1ST DOWN BD.","V,1,10,V10",E,E,NA,NA,NA,NA,NA,NA,16,V,BD,"KO,3,11:03,25","PUNT,3,06:00,23",8,-2,5:03,KO,3,11:03,BD25,PUNT,3,06:00,BD23,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,10,BD10,"V,1,10,V10","16,4,110","RUSH:24,V11, TACK:91",J. Castanon rush for 1 yard to the BD11 (R. Sellung).,"V,2,9,V11",R,NA,NA,NA,NA,NA,NA,NA,16,V,BD,"KO,3,11:03,25","PUNT,3,06:00,23",8,-2,5:03,KO,3,11:03,BD25,PUNT,3,06:00,BD23,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,2,9,BD11,"V,2,9,V11","16,5,111","PASS:1,C,80,V17 TACK:20",Z. Edwards pass complete to J. Torrededia for 6 yards to the BD17 (J. Seibel).,"V,3,3,V17",P,NA,NA,NA,NA,NA,NA,NA,16,V,BD,"KO,3,11:03,25","PUNT,3,06:00,23",8,-2,5:03,KO,3,11:03,BD25,PUNT,3,06:00,BD23,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,3,3,BD17,"V,3,3,V17","16,6,112","PASS:1,C,15,V31 OB:","Z. Edwards pass complete to M. Flores for 14 yards to the BD31, 1ST DOWN BD, out-of-bounds.","V,1,10,V31",P,P,NA,NA,NA,NA,NA,Y,16,V,BD,"KO,3,11:03,25","PUNT,3,06:00,23",8,-2,5:03,KO,3,11:03,BD25,PUNT,3,06:00,BD23,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,10,BD31,"V,1,10,V31","16,7,113","RUSH:24,V32, TACK:53",J. Castanon rush for 1 yard to the BD32 (53).,"V,2,9,V32",R,NA,NA,NA,NA,NA,NA,NA,16,V,BD,"KO,3,11:03,25","PUNT,3,06:00,23",8,-2,5:03,KO,3,11:03,BD25,PUNT,3,06:00,BD23,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,2,9,BD32,"V,2,9,V32","16,8,114","RUSH:1,V30, TACK:48",Z. Edwards rush for loss of 2 yards to the BD30 (K. Bongaerts).,"V,3,11,V30",R,NA,NA,NA,NA,NA,NA,NA,16,V,BD,"KO,3,11:03,25","PUNT,3,06:00,23",8,-2,5:03,KO,3,11:03,BD25,PUNT,3,06:00,BD23,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,3,11,BD30,"V,3,11,V30","16,9,115","PEN:V,BL,A,15,V15,N",PENALTY BD illegal block (M. Flores) 15 yards to the BD15.,"V,3,26,V15",E,NA,NA,NA,NA,NA,NA,NA,16,V,BD,"KO,3,11:03,25","PUNT,3,06:00,23",8,-2,5:03,KO,3,11:03,BD25,PUNT,3,06:00,BD23,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,3,26,BD15,"V,3,26,V15","16,10,116","RUSH:3,V23, TACK:24",A. Jimenez rush for 8 yards to the BD23 (D. Jacobs).,"V,4,18,V23",R,NA,NA,NA,NA,NA,NA,NA,16,V,BD,"KO,3,11:03,25","PUNT,3,06:00,23",8,-2,5:03,KO,3,11:03,BD25,PUNT,3,06:00,BD23,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,4,18,BD23,"V,4,18,V23","16,11,117","PUNT:18,H48 RET:24,V28","C. Maser punt 29 yards to the CC48, D. Jacobs return 24 yards to the BD28.","H,1,10,V28",U,NA,NA,NA,NA,NA,NA,NA,16,V,BD,"KO,3,11:03,25","PUNT,3,06:00,23",8,-2,5:03,KO,3,11:03,BD25,PUNT,3,06:00,BD23,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,1,10,BD28,"H,1,10,V28","17,1,118","{DRIVE}:06:00 PEN:H,BL,A,52,V43,N NOPLAY:","COLOGNE CENTURIONS drive start at 06:00, PENALTY CC illegal block (A. Boes) 15 yards to the BD43, NO PLAY.","H,1,25,V43",E,NA,NA,NA,NA,NA,NA,NA,17,H,CC,"PUNT,3,06:00,57","TD,3,03:58,100",4,43,2:02,PUNT,3,06:00,BD43,TD,3,03:58,BD00,1
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,1,25,BD43,"H,1,25,V43","17,2,119","{DRIVE}:06:00 SPOT:H,V43,Y RUSH:28,V41, TACK:11,25","COLOGNE CENTURIONS drive start at 06:00, CC ball on BD43, M. London rush for 2 yards to the BD41 (B. Brooks;N. Lester).","H,2,23,V41",R,NA,06:00,NA,NA,NA,NA,NA,17,H,CC,"PUNT,3,06:00,57","TD,3,03:58,100",4,43,2:02,PUNT,3,06:00,BD43,TD,3,03:58,BD00,1
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,2,23,BD41,"H,2,23,V41","17,3,120","RUSH:28,V2, TACK:90","M. London rush for 39 yards to the BD2, 1ST DOWN CC (A. Fernandez).","H,1,0,V02",R,R,NA,NA,NA,NA,NA,NA,17,H,CC,"PUNT,3,06:00,57","TD,3,03:58,100",4,43,2:02,PUNT,3,06:00,BD43,TD,3,03:58,BD00,1
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,1,0,BD02,"H,1,0,V02","17,4,121","RUSH:43,V01, TACK:90",P. Poetsch rush for 1 yard to the BD1 (A. Fernandez).,"H,2,0,V01",R,NA,NA,NA,NA,NA,NA,NA,17,H,CC,"PUNT,3,06:00,57","TD,3,03:58,100",4,43,2:02,PUNT,3,06:00,BD43,TD,3,03:58,BD00,1
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,2,0,BD01,"H,2,0,V01","17,5,122","RUSH:12,V00, T:03:58 PAT:K,2,M","J. Weinreich rush for 1 yard to the BD0, 1ST DOWN CC, TOUCHDOWN, clock 03:58, D. Schuhmacher kick attempt failed.","H,1,0,H35",X,R,03:58,NA,Y,6,27,NA,17,H,CC,"PUNT,3,06:00,57","TD,3,03:58,100",4,43,2:02,PUNT,3,06:00,BD43,TD,3,03:58,BD00,1
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,CC,1,0,CC35,"H,1,0,H35","17,6,123","KO:2,V18 FC:82","D. Schuhmacher kickoff 47 yards to the BD18, fair catch by J. H.-Ezquerra.","V,1,10,V25",K,NA,NA,NA,NA,NA,NA,NA,17,H,CC,"PUNT,3,06:00,57","TD,3,03:58,100",4,43,2:02,PUNT,3,06:00,BD43,TD,3,03:58,BD00,1
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,10,BD25,"V,1,10,V25","18,1,124","{DRIVE}:03:58 SPOT:V,V18,Y","BARCELONA DRAGONS drive start at 03:58, BD ball on BD18.","V,1,10,V18",NA,NA,03:58,NA,NA,NA,NA,NA,18,V,BD,"KO,3,03:58,18","TD,3,01:10,100",8,82,2:48,KO,3,03:58,BD18,TD,3,01:10,CC00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,10,BD18,"V,1,10,V18","18,2,125","PASS:1,C,4,V21 TACK:22,45",Z. Edwards pass complete to R. Bertellin for 3 yards to the BD21 (T. Yagmur;45).,"V,2,7,V21",P,NA,NA,NA,NA,NA,NA,NA,18,V,BD,"KO,3,03:58,18","TD,3,01:10,100",8,82,2:48,KO,3,03:58,BD18,TD,3,01:10,CC00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,2,7,BD21,"V,2,7,V21","18,3,126","PASS:1,I,4,*",Z. Edwards pass incomplete to R. Bertellin.,"V,3,7,V21",P,NA,NA,NA,NA,NA,NA,NA,18,V,BD,"KO,3,03:58,18","TD,3,01:10,100",8,82,2:48,KO,3,03:58,BD18,TD,3,01:10,CC00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,3,7,BD21,"V,3,7,V21","18,4,127","PASS:1,C,4,V35 TACK:31","Z. Edwards pass complete to R. Bertellin for 14 yards to the BD35, 1ST DOWN BD (D. Lamy).","V,1,10,V35",P,P,NA,NA,NA,NA,NA,NA,18,V,BD,"KO,3,03:58,18","TD,3,01:10,100",8,82,2:48,KO,3,03:58,BD18,TD,3,01:10,CC00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,10,BD35,"V,1,10,V35","18,5,128","PEN:H,12,A,TM,V40,N",PENALTY CC 12 men on the field 5 yards to the BD40.,"V,1,5,V40",E,NA,NA,NA,NA,NA,NA,NA,18,V,BD,"KO,3,03:58,18","TD,3,01:10,100",8,82,2:48,KO,3,03:58,BD18,TD,3,01:10,CC00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,5,BD40,"V,1,5,V40","18,6,129","PASS:1,I,15,*",Z. Edwards pass incomplete to M. Flores.,"V,2,5,V40",P,NA,NA,NA,NA,NA,NA,NA,18,V,BD,"KO,3,03:58,18","TD,3,01:10,100",8,82,2:48,KO,3,03:58,BD18,TD,3,01:10,CC00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,2,5,BD40,"V,2,5,V40","18,7,130","RUSH:3,V46, TACK:24","A. Jimenez rush for 6 yards to the BD46, 1ST DOWN BD (D. Jacobs).","V,1,10,V46",R,R,NA,NA,NA,NA,NA,NA,18,V,BD,"KO,3,03:58,18","TD,3,01:10,100",8,82,2:48,KO,3,03:58,BD18,TD,3,01:10,CC00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,10,BD46,"V,1,10,V46","18,8,131","PASS:1,C,3,H49 TACK:22",Z. Edwards pass complete to A. Jimenez for 5 yards to the CC49 (T. Yagmur).,"V,2,5,H49",P,NA,NA,NA,NA,NA,NA,NA,18,V,BD,"KO,3,03:58,18","TD,3,01:10,100",8,82,2:48,KO,3,03:58,BD18,TD,3,01:10,CC00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,2,5,CC49,"V,2,5,H49","18,9,132","PASS:1,C,5,H25 OB: TACK:23","Z. Edwards pass complete to J. Constant for 24 yards to the CC25, 1ST DOWN BD, out-of-bounds (T. Janssen).","V,1,10,H25",P,P,NA,NA,NA,NA,NA,Y,18,V,BD,"KO,3,03:58,18","TD,3,01:10,100",8,82,2:48,KO,3,03:58,BD18,TD,3,01:10,CC00,NA
CCBD2102,BD,CC,Barcelona Dragons,Cologne Centurions,6/27/2021,Cologne,Suedstadion Koeln,15:00,,Y,-,2500,26C,14 kmh,sunny-partly cloudy,T.Denker,T.Graage,R.Lewis,M.Exposito,A.Flaisch,M.offmann,A.Sourdrille,BD,1,10,CC25,"V,1,10,H25","18,10,133","PASS:1,C,4,H00 T:01:10 PEN:V,DG,A,1,H30,N PAT:K,85,B BLOCK:20","Z. Edwards pass complete to R. Bertellin for 25 yards to the CC0, 1ST DOWN BD, TOUCHDOWN, clock 01:10, PENALTY BD delay of game (Z. Edwards) 15 yards to the CC30, J. Llinas kick attempt failed (blocked) (blocked by J. Seibel).","V,1,0,V35",X,P,01:10,NA,Y,12,27,NA,18,V,BD,"KO,3,03:58,18","TD,3,01:10,100",8,82,2:48,KO,3,03:58,BD18,TD,3,01:10,CC00,NA
