gameid,visid,homeid,visname,homename,date,location,stadium,start,end,duration,attend,temp,wind,weather,ref,ump,line,lj,bj,fj,sj,hasball,down,togo,spot,context,playid,tokens,desc,newcontext,type,clock,first,ob,turnover,score,vscore,hscore,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,1,10,FG42,"H,1,10,H42","21,1,109",{DRIVE}:00:09,FRANKFURT GALAXY drive start at 00:09.,"H,1,10,H42",NA,00:09,NA,NA,NA,NA,NA,NA,21,H,FG,"KO,2,00:09,42","INT,2,00:00,46",2,4,0:09,KO,2,00:09,FG42,INT,2,00:00,FG46,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,1,10,FG42,"H,1,10,H42","21,2,110","RUSH:7,H46, OB:","J. Sullivan rush for 4 yards to the FG46, out-of-bounds.","H,2,6,H46",R,NA,NA,Y,NA,NA,NA,NA,21,H,FG,"KO,2,00:09,42","INT,2,00:00,46",2,4,0:09,KO,2,00:09,FG42,INT,2,00:00,FG46,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,2,6,FG46,"H,2,6,H46","21,3,111","PASS:7,X,5,V00 RET:5,V00 TB:","J. Sullivan pass intercepted by G. Zec at the PW0, G. Zec return 0 yards to the PW0, touchback.","V,1,10,V25",P,NA,NA,NA,I,NA,NA,NA,21,H,FG,"KO,2,00:09,42","INT,2,00:00,46",2,4,0:09,KO,2,00:09,FG42,INT,2,00:00,FG46,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,PW,1,10,PW25,"V,1,10,V25","22,1,112",{DRIVE}:00:00,PANTHERS WROCLAW drive start at 00:00.,"V,1,10,V25",NA,00:00,NA,NA,NA,NA,NA,NA,22,H,FG,"INT,2,00:00,35","HALF,2,00:00,35",0,0,0:00,INT,2,00:00,FG35,HALF,2,00:00,FG35,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,PW,1,10,PW25,"V,1,10,V25","22,2,113",HALF: T:00:00,"End of half, clock 00:00.","V,1,10,V25",#,00:00,NA,NA,NA,NA,NA,NA,22,H,FG,"INT,2,00:00,35","HALF,2,00:00,35",0,0,0:00,INT,2,00:00,FG35,HALF,2,00:00,FG35,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,PW,1,10,PW25,"V,1,10,V25","22,3,114","Q:3 T:15:00 SPOT:H,H35,Y","Start of 3rd quarter, clock 15:00, FG ball on FG35.","H,1,10,H35",#,15:00,NA,NA,NA,NA,NA,NA,22,H,FG,"INT,2,00:00,35","HALF,2,00:00,35",0,0,0:00,INT,2,00:00,FG35,HALF,2,00:00,FG35,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,1,10,FG35,"H,1,10,H35","22,4,115","KO:19,V13 RET:23,V30 TACK:49 T:15:00 PEN:V,BL,A,82,V20,N NOPLAY:","N. Strahmann kickoff 52 yards to the PW13, J. Mazan return to the PW30 (L. Hoang), clock 15:00, PENALTY PW illegal block (P. Banat) 45 yards to the PW20, NO PLAY.","H,1,10,V20",E,15:00,NA,NA,NA,NA,NA,NA,22,H,FG,"INT,2,00:00,35","HALF,2,00:00,35",0,0,0:00,INT,2,00:00,FG35,HALF,2,00:00,FG35,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,1,10,PW20,"H,1,10,V20","22,5,116","POSS: SPOT:V,V20,Y D:1,10","Change of possession, PW ball on PW20, 1st and 10.","V,1,10,V20",NA,NA,NA,NA,NA,NA,NA,NA,22,H,FG,"INT,2,00:00,35","HALF,2,00:00,35",0,0,0:00,INT,2,00:00,FG35,HALF,2,00:00,FG35,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,PW,1,10,PW20,"V,1,10,V20","23,1,117",{DRIVE}:14:55,PANTHERS WROCLAW drive start at 14:55.,"V,1,10,V20",NA,14:55,NA,NA,NA,NA,NA,NA,23,V,PW,"POSS,3,14:55,20","PUNT,3,12:03,36",6,16,2:52,POSS,3,14:55,PW20,PUNT,3,12:03,PW36,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,PW,1,10,PW20,"V,1,10,V20","23,2,118","RUSH:24,V20, TACK:43,55",M. Herndon rush for no gain to the PW20 (J. Silva Gomez;V. Valasti).,"V,2,10,V20",R,NA,NA,NA,NA,NA,NA,NA,23,V,PW,"POSS,3,14:55,20","PUNT,3,12:03,36",6,16,2:52,POSS,3,14:55,PW20,PUNT,3,12:03,PW36,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,PW,2,10,PW20,"V,2,10,V20","23,3,119","PASS:2,I,16,*",L. O'Connor pass incomplete to W. Zieba.,"V,3,10,V20",P,NA,NA,NA,NA,NA,NA,NA,23,V,PW,"POSS,3,14:55,20","PUNT,3,12:03,36",6,16,2:52,POSS,3,14:55,PW20,PUNT,3,12:03,PW36,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,PW,3,10,PW20,"V,3,10,V20","23,4,120","PASS:2,C,16,V31 TACK:14,28","L. O'Connor pass complete to W. Zieba for 11 yards to the PW31, 1ST DOWN PW (J. Poznanski;S. Otto).","V,1,10,V31",P,NA,P,NA,NA,NA,NA,NA,23,V,PW,"POSS,3,14:55,20","PUNT,3,12:03,36",6,16,2:52,POSS,3,14:55,PW20,PUNT,3,12:03,PW36,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,PW,1,10,PW31,"V,1,10,V31","23,5,121","PASS:2,C,15,V35 TACK:40",L. O'Connor pass complete to B. Dziedzic for 4 yards to the PW35 (K. King).,"V,2,6,V35",P,NA,NA,NA,NA,NA,NA,NA,23,V,PW,"POSS,3,14:55,20","PUNT,3,12:03,36",6,16,2:52,POSS,3,14:55,PW20,PUNT,3,12:03,PW36,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,PW,2,6,PW35,"V,2,6,V35","23,6,122","RUSH:24,V36, TACK:56,90",M. Herndon rush for 1 yard to the PW36 (S. Silva Gomez;M. A. Hor).,"V,3,5,V36",R,NA,NA,NA,NA,NA,NA,NA,23,V,PW,"POSS,3,14:55,20","PUNT,3,12:03,36",6,16,2:52,POSS,3,14:55,PW20,PUNT,3,12:03,PW36,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,PW,3,5,PW36,"V,3,5,V36","23,7,123","PASS:2,I,23,*",L. O'Connor pass incomplete to J. Mazan.,"V,4,5,V36",P,NA,NA,NA,NA,NA,NA,NA,23,V,PW,"POSS,3,14:55,20","PUNT,3,12:03,36",6,16,2:52,POSS,3,14:55,PW20,PUNT,3,12:03,PW36,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,PW,4,5,PW36,"V,4,5,V36","23,8,124","PUNT:11,H25 RET:25,H35 TACK:49","D. Panczyszyn punt 39 yards to the FG25, B. Barnes return 10 yards to the FG35 (K. Oldak).","H,1,10,H35",U,NA,NA,NA,NA,NA,NA,NA,23,V,PW,"POSS,3,14:55,20","PUNT,3,12:03,36",6,16,2:52,POSS,3,14:55,PW20,PUNT,3,12:03,PW36,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,1,10,FG35,"H,1,10,H35","24,1,125",{DRIVE}:12:03,FRANKFURT GALAXY drive start at 12:03.,"H,1,10,H35",NA,12:03,NA,NA,NA,NA,NA,NA,24,H,FG,"PUNT,3,12:03,35","TD,3,05:18,100",11,65,6:45,PUNT,3,12:03,FG35,TD,3,05:18,PW00,1
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,1,10,FG35,"H,1,10,H35","24,2,126","PASS:7,C,82,V46 TACK:4","J. Sullivan pass complete to H. Schwarz for 19 yards to the PW46, 1ST DOWN FG (W. Lloyd).","H,1,10,V46",P,NA,P,NA,NA,NA,NA,NA,24,H,FG,"PUNT,3,12:03,35","TD,3,05:18,100",11,65,6:45,PUNT,3,12:03,FG35,TD,3,05:18,PW00,1
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,1,10,PW46,"H,1,10,V46","24,3,127","PASS:7,C,86,V30 TACK:26","J. Sullivan pass complete to L. Regler for 16 yards to the PW30, 1ST DOWN FG (M. Osumek).","H,1,10,V30",P,NA,P,NA,NA,NA,NA,NA,24,H,FG,"PUNT,3,12:03,35","TD,3,05:18,100",11,65,6:45,PUNT,3,12:03,FG35,TD,3,05:18,PW00,1
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,1,10,PW30,"H,1,10,V30","24,4,128","RUSH:22,V30, TACK:97",G. Ameln rush for no gain to the PW30 (L. Gembara).,"H,2,10,V30",R,NA,NA,NA,NA,NA,NA,NA,24,H,FG,"PUNT,3,12:03,35","TD,3,05:18,100",11,65,6:45,PUNT,3,12:03,FG35,TD,3,05:18,PW00,1
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,2,10,PW30,"H,2,10,V30","24,5,129","RUSH:22,V32, TACK:4,5",G. Ameln rush for loss of 2 yards to the PW32 (W. Lloyd;G. Zec).,"H,3,12,V32",R,NA,NA,NA,NA,NA,NA,NA,24,H,FG,"PUNT,3,12:03,35","TD,3,05:18,100",11,65,6:45,PUNT,3,12:03,FG35,TD,3,05:18,PW00,1
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,3,12,PW32,"H,3,12,V32","24,6,130","RUSH:7,V25, TACK:19,97",J. Sullivan rush for 7 yards to the PW25 (D. Piatkowski;L. Gembara).,"H,4,5,V25",R,NA,NA,NA,NA,NA,NA,NA,24,H,FG,"PUNT,3,12:03,35","TD,3,05:18,100",11,65,6:45,PUNT,3,12:03,FG35,TD,3,05:18,PW00,1
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,4,5,PW25,"H,4,5,V25","24,7,131","PASS:7,C,19,V19 TACK:8","J. Sullivan pass complete to N. Strahmann for 6 yards to the PW19, 1ST DOWN FG (H. Ogrodowcyk).","H,1,10,V19",P,NA,P,NA,NA,NA,NA,NA,24,H,FG,"PUNT,3,12:03,35","TD,3,05:18,100",11,65,6:45,PUNT,3,12:03,FG35,TD,3,05:18,PW00,1
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,1,10,PW19,"H,1,10,V19","24,8,132","PEN:H,FS,A,13,V24,N",PENALTY FG false start (M. Rutsch) 5 yards to the PW24.,"H,1,15,V24",E,NA,NA,NA,NA,NA,NA,NA,24,H,FG,"PUNT,3,12:03,35","TD,3,05:18,100",11,65,6:45,PUNT,3,12:03,FG35,TD,3,05:18,PW00,1
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,1,15,PW24,"H,1,15,V24","24,9,133","PASS:7,C,87,V21 TACK:5",J. Sullivan pass complete to K. Mwamba for 3 yards to the PW21 (G. Zec).,"H,2,12,V21",P,NA,NA,NA,NA,NA,NA,NA,24,H,FG,"PUNT,3,12:03,35","TD,3,05:18,100",11,65,6:45,PUNT,3,12:03,FG35,TD,3,05:18,PW00,1
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,2,12,PW21,"H,2,12,V21","24,10,134","PASS:7,I,13,* PEN:V,OD,A,94,V16,N NOPLAY:","J. Sullivan pass incomplete to M. Rutsch, PENALTY PW offside defense (K. Brauns) 5 yards to the PW16, NO PLAY.","H,2,7,V16",E,NA,NA,NA,NA,NA,NA,NA,24,H,FG,"PUNT,3,12:03,35","TD,3,05:18,100",11,65,6:45,PUNT,3,12:03,FG35,TD,3,05:18,PW00,1
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,2,7,PW16,"H,2,7,V16","24,11,135","PASS:7,I,82,*",J. Sullivan pass incomplete to H. Schwarz.,"H,3,7,V16",P,NA,NA,NA,NA,NA,NA,NA,24,H,FG,"PUNT,3,12:03,35","TD,3,05:18,100",11,65,6:45,PUNT,3,12:03,FG35,TD,3,05:18,PW00,1
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,3,7,PW16,"H,3,7,V16","24,12,136","PASS:7,C,13,V03 TACK:1","J. Sullivan pass complete to M. Rutsch for 13 yards to the PW3, 1ST DOWN FG (D. Robinson).","H,1,0,V03",P,NA,P,NA,NA,NA,NA,NA,24,H,FG,"PUNT,3,12:03,35","TD,3,05:18,100",11,65,6:45,PUNT,3,12:03,FG35,TD,3,05:18,PW00,1
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,1,0,PW03,"H,1,0,V03","24,13,137","RUSH:33,V03, TACK:1,8",J. Rodney rush for no gain to the PW3 (D. Robinson;H. Ogrodowcyk).,"H,2,0,V03",R,NA,NA,NA,NA,NA,NA,NA,24,H,FG,"PUNT,3,12:03,35","TD,3,05:18,100",11,65,6:45,PUNT,3,12:03,FG35,TD,3,05:18,PW00,1
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,2,0,PW03,"H,2,0,V03","24,14,138","RUSH:7,V00, T:05:18","J. Sullivan rush for 3 yards to the PW0, 1ST DOWN FG, TOUCHDOWN, clock 05:18.","H,1,10,V15",R,05:18,R,NA,NA,Y,6,12,24,H,FG,"PUNT,3,12:03,35","TD,3,05:18,100",11,65,6:45,PUNT,3,12:03,FG35,TD,3,05:18,PW00,1
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,1,10,PW15,"H,1,10,V15","24,15,139","PAT:P,7,M PEN:V,PI,A,26,V01,N NOPLAY:","J. Sullivan pass attempt failed, PENALTY PW pass interference (M. Osumek) 14 yards to the PW1, 1ST DOWN FG, NO PLAY.","H,1,0,V01",E,NA,E,NA,NA,NA,NA,NA,24,H,FG,"PUNT,3,12:03,35","TD,3,05:18,100",11,65,6:45,PUNT,3,12:03,FG35,TD,3,05:18,PW00,1
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,1,0,PW01,"H,1,0,V01","24,16,140","PAT:R,7,M",J. Sullivan rush attempt failed.,"H,1,0,H35",X,NA,NA,NA,NA,NA,NA,NA,24,H,FG,"PUNT,3,12:03,35","TD,3,05:18,100",11,65,6:45,PUNT,3,12:03,FG35,TD,3,05:18,PW00,1
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,FG,1,0,FG35,"H,1,0,H35","24,17,141","KO:19,V01 RET:1,V40 OB:","N. Strahmann kickoff 64 yards to the PW1, D. Robinson return 39 yards to the PW40, out-of-bounds.","V,1,10,V40",K,NA,NA,Y,NA,NA,NA,NA,24,H,FG,"PUNT,3,12:03,35","TD,3,05:18,100",11,65,6:45,PUNT,3,12:03,FG35,TD,3,05:18,PW00,1
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,PW,1,10,PW40,"V,1,10,V40","25,1,142",{DRIVE}:05:10,PANTHERS WROCLAW drive start at 05:10.,"V,1,10,V40",NA,05:10,NA,NA,NA,NA,NA,NA,25,V,PW,"KO,3,05:10,40","INT,3,02:36,72",6,32,2:34,KO,3,05:10,PW40,INT,3,02:36,FG28,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,PW,1,10,PW40,"V,1,10,V40","25,2,143","PASS:2,C,82,H41 TACK:10","L. O'Connor pass complete to P. Banat for 19 yards to the FG41, 1ST DOWN PW (O. Williams).","V,1,10,H41",P,NA,P,NA,NA,NA,NA,NA,25,V,PW,"KO,3,05:10,40","INT,3,02:36,72",6,32,2:34,KO,3,05:10,PW40,INT,3,02:36,FG28,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,PW,1,10,FG41,"V,1,10,H41","25,3,144","PASS:2,I,82,* BRUP:25",L. O'Connor pass incomplete to P. Banat (B. Barnes).,"V,2,10,H41",P,NA,NA,NA,NA,NA,NA,NA,25,V,PW,"KO,3,05:10,40","INT,3,02:36,72",6,32,2:34,KO,3,05:10,PW40,INT,3,02:36,FG28,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,PW,2,10,FG41,"V,2,10,H41","25,4,145","PASS:2,C,25,H40 TACK:43",L. O'Connor pass complete to P. Pasqualini for 1 yard to the FG40 (J. Silva Gomez).,"V,3,9,H40",P,NA,NA,NA,NA,NA,NA,NA,25,V,PW,"KO,3,05:10,40","INT,3,02:36,72",6,32,2:34,KO,3,05:10,PW40,INT,3,02:36,FG28,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,PW,3,9,FG40,"V,3,9,H40","25,5,146","PASS:2,C,82,H29 TACK:28","L. O'Connor pass complete to P. Banat for 11 yards to the FG29, 1ST DOWN PW (S. Otto).","V,1,10,H29",P,NA,P,NA,NA,NA,NA,NA,25,V,PW,"KO,3,05:10,40","INT,3,02:36,72",6,32,2:34,KO,3,05:10,PW40,INT,3,02:36,FG28,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,PW,1,10,FG29,"V,1,10,H29","25,6,147","RUSH:25,H28, TACK:40,90",P. Pasqualini rush for 1 yard to the FG28 (K. King;M. A. Hor).,"V,2,9,H28",R,NA,NA,NA,NA,NA,NA,NA,25,V,PW,"KO,3,05:10,40","INT,3,02:36,72",6,32,2:34,KO,3,05:10,PW40,INT,3,02:36,FG28,NA
FGPW2103,PW,FG,Panthers Wroclaw,Frankfurt Galaxy,7/4/2021,Frankfurt,PSD Bank Arena,15:00,18:35,3:35,1800,25 degr.,SW11km/h,rainy w risk tstorm,T. Denker,M. Kattilus,H. Horak,S. Richardson,D. Jurzyk,A. Flaisch-J.,A. Sourdrille,PW,2,9,FG28,"V,2,9,H28","25,7,148","PASS:2,X,25,H05 RET:25,V26 OB:","L. O'Connor pass intercepted by B. Barnes at the FG5, B. Barnes return 69 yards to the PW26, out-of-bounds.","H,1,10,V26",P,NA,NA,Y,I,NA,NA,NA,25,V,PW,"KO,3,05:10,40","INT,3,02:36,72",6,32,2:34,KO,3,05:10,PW40,INT,3,02:36,FG28,NA
