gameid,visid,homeid,visname,homename,date,location,stadium,start,end,leaguegame,duration,attend,temp,wind,weather,ref,ump,line,bj,fj,sj,cj,alt,hasball,down,togo,spot,context,playid,tokens,desc,newcontext,type,clock,first,turnover,score,vscore,hscore,ob,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,HD,1,10,FG48,"H,1,10,V48","10,2,67","PASS:10,I,12,* BRUP:10",J. Clark pass incomplete to J. Madin Cerezo (O. Williams).,"H,2,10,V48",P,NA,NA,NA,NA,NA,NA,NA,10,H,HD,"PUNT,2,05:00,52","PUNT,2,03:03,52",3,0,1:57,PUNT,2,05:00,FG48,PUNT,2,03:03,FG48,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,HD,2,10,FG48,"H,2,10,V48","10,3,68","PASS:10,S,TM,H47 SACK:40",J. Clark sacked for loss of 5 yards to the HD47 (K. King).,"H,3,15,H47",P,NA,NA,NA,NA,NA,NA,NA,10,H,HD,"PUNT,2,05:00,52","PUNT,2,03:03,52",3,0,1:57,PUNT,2,05:00,FG48,PUNT,2,03:03,FG48,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,HD,3,15,HD47,"H,3,15,H47","10,4,69","PASS:10,C,11,V43 TACK:29",J. Clark pass complete to B. Mau for 10 yards to the FG43 (M. Riepe).,"H,4,5,V43",P,NA,NA,NA,NA,NA,NA,NA,10,H,HD,"PUNT,2,05:00,52","PUNT,2,03:03,52",3,0,1:57,PUNT,2,05:00,FG48,PUNT,2,03:03,FG48,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,HD,4,5,FG43,"H,4,5,V43","10,5,70","PEN:H,DG,A,TM,V48,N",PENALTY HD delay of game 5 yards to the FG48.,"H,4,10,V48",E,NA,NA,NA,NA,NA,NA,NA,10,H,HD,"PUNT,2,05:00,52","PUNT,2,03:03,52",3,0,1:57,PUNT,2,05:00,FG48,PUNT,2,03:03,FG48,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,HD,4,10,FG48,"H,4,10,V48","10,6,71","PUNT:4,V18 FC:10","P. Andersen punt 30 yards to the FG18, fair catch by O. Williams.","V,1,10,V18",U,NA,NA,NA,NA,NA,NA,NA,10,H,HD,"PUNT,2,05:00,52","PUNT,2,03:03,52",3,0,1:57,PUNT,2,05:00,FG48,PUNT,2,03:03,FG48,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,FG,1,10,FG18,"V,1,10,V18","11,1,72",{DRIVE}:03:03,FRANKFURT GALAXY drive start at 03:03.,"V,1,10,V18",NA,03:03,NA,NA,NA,NA,NA,NA,11,V,FG,"PUNT,2,03:03,18","TD,2,00:13,100",8,82,2:50,PUNT,2,03:03,FG18,TD,2,00:13,HD00,1
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,FG,1,10,FG18,"V,1,10,V18","11,2,73","RUSH:21,V25, TACK:98,57",G. Adams rush for 7 yards to the FG25 (H. Awuah;D. Laporte).,"V,2,3,V25",R,NA,NA,NA,NA,NA,NA,NA,11,V,FG,"PUNT,2,03:03,18","TD,2,00:13,100",8,82,2:50,PUNT,2,03:03,FG18,TD,2,00:13,HD00,1
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,FG,2,3,FG25,"V,2,3,V25","11,3,74","PASS:7,I,11,* BRUP:27 PEN:H,PI,A,27,H42,1 NOPLAY:","J. Sullivan pass incomplete to A. Mahoungou (L. Mueller), PENALTY HD pass interference (L. Mueller) 33 yards to the HD42, 1ST DOWN FG, NO PLAY.","V,1,10,H42",E,NA,E,NA,NA,NA,NA,NA,11,V,FG,"PUNT,2,03:03,18","TD,2,00:13,100",8,82,2:50,PUNT,2,03:03,FG18,TD,2,00:13,HD00,1
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,FG,1,10,HD42,"V,1,10,H42","11,4,75","RUSH:21,H39, TACK:94",G. Adams rush for 3 yards to the HD39 (B. Grube).,"V,2,7,H39",R,NA,NA,NA,NA,NA,NA,NA,11,V,FG,"PUNT,2,03:03,18","TD,2,00:13,100",8,82,2:50,PUNT,2,03:03,FG18,TD,2,00:13,HD00,1
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,FG,2,7,HD39,"V,2,7,H39","11,5,76","PASS:7,I,11,*",J. Sullivan pass incomplete to A. Mahoungou.,"V,3,7,H39",P,NA,NA,NA,NA,NA,NA,NA,11,V,FG,"PUNT,2,03:03,18","TD,2,00:13,100",8,82,2:50,PUNT,2,03:03,FG18,TD,2,00:13,HD00,1
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,FG,3,7,HD39,"V,3,7,H39","11,6,77","PASS:7,C,21,H28 TACK:58","J. Sullivan pass complete to G. Adams for 11 yards to the HD28, 1ST DOWN FG (J. Bombek).","V,1,10,H28",P,NA,P,NA,NA,NA,NA,NA,11,V,FG,"PUNT,2,03:03,18","TD,2,00:13,100",8,82,2:50,PUNT,2,03:03,FG18,TD,2,00:13,HD00,1
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,FG,1,10,HD28,"V,1,10,H28","11,7,78","PASS:7,S,TM,H33 SACK:57",J. Sullivan sacked for loss of 5 yards to the HD33 (D. Laporte).,"V,2,15,H33",P,NA,NA,NA,NA,NA,NA,NA,11,V,FG,"PUNT,2,03:03,18","TD,2,00:13,100",8,82,2:50,PUNT,2,03:03,FG18,TD,2,00:13,HD00,1
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,FG,2,15,HD33,"V,2,15,H33","11,8,79","PASS:7,I,19,* PEN:V,HO,A,TM,H43,N NOPLAY:","J. Sullivan pass incomplete to N. Strahmann, PENALTY FG holding 10 yards to the HD43, NO PLAY.","V,2,25,H43",E,NA,NA,NA,NA,NA,NA,NA,11,V,FG,"PUNT,2,03:03,18","TD,2,00:13,100",8,82,2:50,PUNT,2,03:03,FG18,TD,2,00:13,HD00,1
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,FG,2,25,HD43,"V,2,25,H43","11,9,80","PASS:7,C,11,H26 TACK:27",J. Sullivan pass complete to A. Mahoungou for 17 yards to the HD26 (L. Mueller).,"V,3,8,H26",P,NA,NA,NA,NA,NA,NA,NA,11,V,FG,"PUNT,2,03:03,18","TD,2,00:13,100",8,82,2:50,PUNT,2,03:03,FG18,TD,2,00:13,HD00,1
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,FG,3,8,HD26,"V,3,8,H26","11,10,81",TOUT:H T:00:28,"Timeout Hamburg Sea Devils, clock 00:28.","V,3,8,H26",#,00:28,NA,NA,NA,NA,NA,NA,11,V,FG,"PUNT,2,03:03,18","TD,2,00:13,100",8,82,2:50,PUNT,2,03:03,FG18,TD,2,00:13,HD00,1
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,FG,3,8,HD26,"V,3,8,H26","11,11,82","PASS:7,C,82,H15 TACK:27","J. Sullivan pass complete to H. Schwarz for 11 yards to the HD15, 1ST DOWN FG (L. Mueller).","V,1,10,H15",P,NA,P,NA,NA,NA,NA,NA,11,V,FG,"PUNT,2,03:03,18","TD,2,00:13,100",8,82,2:50,PUNT,2,03:03,FG18,TD,2,00:13,HD00,1
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,FG,1,10,HD15,"V,1,10,H15","11,12,83","PASS:6,I,11,* BRUP:25 PEN:H,PI,A,25,H01,1 NOPLAY:","M. Johannknecht pass incomplete to A. Mahoungou (M. Franklin), PENALTY HD pass interference (M. Franklin) 14 yards to the HD1, 1ST DOWN FG, NO PLAY.","V,1,0,H01",E,NA,E,NA,NA,NA,NA,NA,11,V,FG,"PUNT,2,03:03,18","TD,2,00:13,100",8,82,2:50,PUNT,2,03:03,FG18,TD,2,00:13,HD00,1
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,FG,1,0,HD01,"V,1,0,H01","11,13,84","RUSH:21,H00, T:00:13 PAT:K,83,M","G. Adams rush for 1 yard to the HD0, 1ST DOWN FG, TOUCHDOWN, clock 00:13, L. Sack kick attempt failed.","V,1,0,V35",X,00:13,R,NA,Y,9,7,NA,11,V,FG,"PUNT,2,03:03,18","TD,2,00:13,100",8,82,2:50,PUNT,2,03:03,FG18,TD,2,00:13,HD00,1
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,FG,1,0,FG35,"V,1,0,V35","11,14,85","KO:83,H00 RET:82,H30 TACK:85","L. Sack kickoff 65 yards to the HD0, T. Nill return 30 yards to the HD30 (M. Hachenberg).","H,1,10,H30",K,NA,NA,NA,NA,NA,NA,NA,11,V,FG,"PUNT,2,03:03,18","TD,2,00:13,100",8,82,2:50,PUNT,2,03:03,FG18,TD,2,00:13,HD00,1
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,HD,1,10,HD30,"H,1,10,H30","12,1,86",{DRIVE}:00:06,HAMBURG SEA DEVILS drive start at 00:06.,"H,1,10,H30",NA,00:06,NA,NA,NA,NA,NA,NA,12,H,HD,"KO,2,00:06,30","HALF,2,00:00,28",1,-2,0:06,KO,2,00:06,HD30,HALF,2,00:00,HD28,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,HD,1,10,HD30,"H,1,10,H30","12,2,87","RUSH:10,H28,",J. Clark rush for loss of 2 yards to the HD28.,"H,2,12,H28",R,NA,NA,NA,NA,NA,NA,NA,12,H,HD,"KO,2,00:06,30","HALF,2,00:00,28",1,-2,0:06,KO,2,00:06,HD30,HALF,2,00:00,HD28,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,HD,2,12,HD28,"H,2,12,H28","12,3,88",HALF: T:00:00,"End of half, clock 00:00.","H,2,12,H28",#,00:00,NA,NA,NA,NA,NA,NA,12,H,HD,"KO,2,00:06,30","HALF,2,00:00,28",1,-2,0:06,KO,2,00:06,HD30,HALF,2,00:00,HD28,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,HD,2,12,HD28,"H,2,12,H28","12,4,89","Q:3 T:15:00 SPOT:V,V35,N","Start of 3rd quarter, clock 15:00, FG ball on FG35.","V,2,12,V35",#,15:00,NA,NA,NA,NA,NA,NA,12,H,HD,"KO,2,00:06,30","HALF,2,00:00,28",1,-2,0:06,KO,2,00:06,HD30,HALF,2,00:00,HD28,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,FG,2,12,FG35,"V,2,12,V35","12,5,90","KO:83,H00 TB:","L. Sack kickoff 65 yards to the HD0, touchback.","H,1,10,H25",K,NA,NA,NA,NA,NA,NA,NA,12,H,HD,"KO,2,00:06,30","HALF,2,00:00,28",1,-2,0:06,KO,2,00:06,HD30,HALF,2,00:00,HD28,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,HD,1,10,HD25,"H,1,10,H25","13,1,91",{DRIVE}:15:00,HAMBURG SEA DEVILS drive start at 15:00.,"H,1,10,H25",NA,15:00,NA,NA,NA,NA,NA,NA,13,H,HD,"KO,3,15:00,25","PUNT,3,12:08,40",5,15,2:52,KO,3,15:00,HD25,PUNT,3,12:08,HD40,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,HD,1,10,HD25,"H,1,10,H25","13,2,92","PASS:10,C,24,H27 TACK:90,56",J. Clark pass complete to X. Johnson for 2 yards to the HD27 (M. A. Hor;S. Silva Gomez).,"H,2,8,H27",P,NA,NA,NA,NA,NA,NA,NA,13,H,HD,"KO,3,15:00,25","PUNT,3,12:08,40",5,15,2:52,KO,3,15:00,HD25,PUNT,3,12:08,HD40,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,HD,2,8,HD27,"H,2,8,H27","13,3,93","RUSH:10,H37, OB:","J. Clark rush for 10 yards to the HD37, 1ST DOWN HD, out-of-bounds.","H,1,10,H37",R,NA,R,NA,NA,NA,NA,Y,13,H,HD,"KO,3,15:00,25","PUNT,3,12:08,40",5,15,2:52,KO,3,15:00,HD25,PUNT,3,12:08,HD40,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,HD,1,10,HD37,"H,1,10,H37","13,4,94","RUSH:24,H40, TACK:90,55",X. Johnson rush for 3 yards to the HD40 (M. A. Hor;V. Valasti).,"H,2,7,H40",R,NA,NA,NA,NA,NA,NA,NA,13,H,HD,"KO,3,15:00,25","PUNT,3,12:08,40",5,15,2:52,KO,3,15:00,HD25,PUNT,3,12:08,HD40,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,HD,2,7,HD40,"H,2,7,H40","13,5,95","PASS:10,C,44,H47 TACK:56 PEN:H,HO,A,68,H30,N NOPLAY:","J. Clark pass complete to J. Kruse for 7 yards to the HD47 (S. Silva Gomez), PENALTY HD holding (K. Ebanks) 10 yards to the HD30, NO PLAY.","H,2,17,H30",E,NA,NA,NA,NA,NA,NA,NA,13,H,HD,"KO,3,15:00,25","PUNT,3,12:08,40",5,15,2:52,KO,3,15:00,HD25,PUNT,3,12:08,HD40,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,HD,2,17,HD30,"H,2,17,H30","13,6,96","PASS:10,I,TM,*",J. Clark pass incomplete.,"H,3,17,H30",P,NA,NA,NA,NA,NA,NA,NA,13,H,HD,"KO,3,15:00,25","PUNT,3,12:08,40",5,15,2:52,KO,3,15:00,HD25,PUNT,3,12:08,HD40,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,HD,3,17,HD30,"H,3,17,H30","13,7,97",TOUT:V T:12:40,"Timeout Frankfurt Galaxy, clock 12:40.","H,3,17,H30",#,12:40,NA,NA,NA,NA,NA,NA,13,H,HD,"KO,3,15:00,25","PUNT,3,12:08,40",5,15,2:52,KO,3,15:00,HD25,PUNT,3,12:08,HD40,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,HD,3,17,HD30,"H,3,17,H30","13,8,98","PASS:10,C,12,H40 TACK:29",J. Clark pass complete to J. Madin Cerezo for 10 yards to the HD40 (M. Riepe).,"H,4,7,H40",P,NA,NA,NA,NA,NA,NA,NA,13,H,HD,"KO,3,15:00,25","PUNT,3,12:08,40",5,15,2:52,KO,3,15:00,HD25,PUNT,3,12:08,HD40,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,HD,4,7,HD40,"H,4,7,H40","13,9,99","PUNT:4,V21 RET:10,V32 TACK:57","P. Andersen punt 39 yards to the FG21, O. Williams return 11 yards to the FG32 (D. Laporte).","V,1,10,V32",U,NA,NA,NA,NA,NA,NA,NA,13,H,HD,"KO,3,15:00,25","PUNT,3,12:08,40",5,15,2:52,KO,3,15:00,HD25,PUNT,3,12:08,HD40,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,FG,1,10,FG32,"V,1,10,V32","14,1,100",{DRIVE}:12:08,FRANKFURT GALAXY drive start at 12:08.,"V,1,10,V32",NA,12:08,NA,NA,NA,NA,NA,NA,14,V,FG,"PUNT,3,12:08,32","PUNT,3,10:29,30",3,-2,1:39,PUNT,3,12:08,FG32,PUNT,3,10:29,FG30,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,FG,1,10,FG32,"V,1,10,V32","14,2,101","RUSH:21,V30, FUMB:V,V30,21 TACK:43,97","G. Adams rush for loss of 2 yards to the FG30, fumble by G. Adams recovered by FG G. Adams at FG30 (M. Boock;B. Tchouadje).","V,2,12,V30",R,NA,NA,NA,NA,NA,NA,NA,14,V,FG,"PUNT,3,12:08,32","PUNT,3,10:29,30",3,-2,1:39,PUNT,3,12:08,FG32,PUNT,3,10:29,FG30,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,FG,2,12,FG30,"V,2,12,V30","14,3,102","RUSH:7,V30, TACK:23",J. Sullivan rush for no gain to the FG30 (J. Rogers).,"V,3,12,V30",R,NA,NA,NA,NA,NA,NA,NA,14,V,FG,"PUNT,3,12:08,32","PUNT,3,10:29,30",3,-2,1:39,PUNT,3,12:08,FG32,PUNT,3,10:29,FG30,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,FG,3,12,FG30,"V,3,12,V30","14,4,103","PASS:7,I,11,* BRUP:27",J. Sullivan pass incomplete to A. Mahoungou (L. Mueller).,"V,4,12,V30",P,NA,NA,NA,NA,NA,NA,NA,14,V,FG,"PUNT,3,12:08,32","PUNT,3,10:29,30",3,-2,1:39,PUNT,3,12:08,FG32,PUNT,3,10:29,FG30,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,FG,4,12,FG30,"V,4,12,V30","14,5,104","PUNT:82,H40 RET:23,H40 TACK:10","H. Schwarz punt 30 yards to the HD40, J. Rogers return 0 yards to the HD40 (O. Williams).","H,1,10,H40",U,NA,NA,NA,NA,NA,NA,NA,14,V,FG,"PUNT,3,12:08,32","PUNT,3,10:29,30",3,-2,1:39,PUNT,3,12:08,FG32,PUNT,3,10:29,FG30,NA
HDFG2101,FG,HD,Frankfurt Galaxy,Hamburg Sea Devils,6/20/2021,Hamburg,Stadion Hoheluft,15:00,17:45,Y,02:45,1600,26 degr.,SW,partly cloudy,M. Scholz,B. Hauben,K. Haltermann,D. Jurzyk,M. Hoffmann,H. Romanczyk,M. Burzec,M. Burzec,HD,1,10,HD40,"H,1,10,H40","15,1,105",{DRIVE}:10:29,HAMBURG SEA DEVILS drive start at 10:29.,"H,1,10,H40",NA,10:29,NA,NA,NA,NA,NA,NA,15,H,HD,"PUNT,3,10:29,40","PUNT,3,08:55,46",3,6,1:34,PUNT,3,10:29,HD40,PUNT,3,08:55,HD46,NA
