gameid,visid,homeid,visname,homename,date,location,stadium,start,end,leaguegame,duration,attend,temp,wind,weather,ref,ump,line,lj,bj,fj,sj,hasball,down,togo,spot,context,playid,tokens,desc,newcontext,type,clock,ob,first,score,vscore,hscore,turnover,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,4,15,FG20,"V,4,15,V20","17,5,115","PUNT:19,H42",N. Strahmann punt 38 yards to the SS42.,"H,1,10,H42",U,NA,NA,NA,NA,NA,NA,NA,17,V,FG,"KO,3,11:26,25","PUNT,3,11:26,20",3,-5,0:00,KO,3,11:26,FG25,PUNT,3,11:26,FG20,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,SS42,"H,1,10,H42","18,1,116",{DRIVE}:11:26,STUTTGART SURGE drive start at 11:26.,"H,1,10,H42",NA,11:26,NA,NA,NA,NA,NA,NA,18,H,SS,"PUNT,3,11:26,42","PUNT,3,04:49,51",6,9,6:37,PUNT,3,11:26,SS42,PUNT,3,04:49,FG49,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,SS42,"H,1,10,H42","18,2,117","RUSH:6,H45, OB:","J. Wright rush for 3 yards to the SS45, out-of-bounds.","H,2,7,H45",R,NA,Y,NA,NA,NA,NA,NA,18,H,SS,"PUNT,3,11:26,42","PUNT,3,04:49,51",6,9,6:37,PUNT,3,11:26,SS42,PUNT,3,04:49,FG49,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,2,7,SS45,"H,2,7,H45","18,3,118","PEN:V,PF,A,56,H50,1","PENALTY FG personal foul (S. Silva Gomez) 5 yards to the 50 yardline, 1ST DOWN SS.","H,1,10,H50",E,NA,NA,E,NA,NA,NA,NA,18,H,SS,"PUNT,3,11:26,42","PUNT,3,04:49,51",6,9,6:37,PUNT,3,11:26,SS42,PUNT,3,04:49,FG49,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,SS50,"H,1,10,H50","18,4,119","RUSH:6,H50, FUMB:H,H50,TM OB:","J. Wright rush for no gain to the 50 yardline, fumble by J. Wright recovered by SS TEAM at 50 yardline, out-of-bounds.","H,2,10,H50",R,NA,Y,NA,NA,NA,NA,NA,18,H,SS,"PUNT,3,11:26,42","PUNT,3,04:49,51",6,9,6:37,PUNT,3,11:26,SS42,PUNT,3,04:49,FG49,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,2,10,SS50,"H,2,10,H50","18,5,120","PEN:H,OH,A,21,H50,N",PENALTY SS OH (J. Jacob) 0 yards to the 50 yardline.,"H,2,10,H50",E,NA,NA,NA,NA,NA,NA,NA,18,H,SS,"PUNT,3,11:26,42","PUNT,3,04:49,51",6,9,6:37,PUNT,3,11:26,SS42,PUNT,3,04:49,FG49,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,2,10,SS50,"H,2,10,H50","18,6,121","PASS:6,I,27,*",J. Wright pass incomplete to S. Shannon.,"H,3,10,H50",P,NA,NA,NA,NA,NA,NA,NA,18,H,SS,"PUNT,3,11:26,42","PUNT,3,04:49,51",6,9,6:37,PUNT,3,11:26,SS42,PUNT,3,04:49,FG49,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,3,10,SS50,"H,3,10,H50","18,7,122","PEN:V,DH,A,TM,V40,1","PENALTY FG DH 10 yards to the FG40, 1ST DOWN SS.","H,1,10,V40",E,NA,NA,E,NA,NA,NA,NA,18,H,SS,"PUNT,3,11:26,42","PUNT,3,04:49,51",6,9,6:37,PUNT,3,11:26,SS42,PUNT,3,04:49,FG49,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,FG40,"H,1,10,V40","18,8,123","PEN:H,FST,A,TM,V45,N",PENALTY SS FST 5 yards to the FG45.,"H,1,15,V45",E,NA,NA,NA,NA,NA,NA,NA,18,H,SS,"PUNT,3,11:26,42","PUNT,3,04:49,51",6,9,6:37,PUNT,3,11:26,SS42,PUNT,3,04:49,FG49,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,15,FG45,"H,1,15,V45","18,9,124","PASS:6,C,87,V37 TACK:41",J. Wright pass complete to D. Rofalski for 8 yards to the FG37 (S. Gauthier).,"H,2,7,V37",P,NA,NA,NA,NA,NA,NA,NA,18,H,SS,"PUNT,3,11:26,42","PUNT,3,04:49,51",6,9,6:37,PUNT,3,11:26,SS42,PUNT,3,04:49,FG49,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,2,7,FG37,"H,2,7,V37","18,10,125","PASS:6,I,5,*",J. Wright pass incomplete to D. Meza.,"H,3,7,V37",P,NA,NA,NA,NA,NA,NA,NA,18,H,SS,"PUNT,3,11:26,42","PUNT,3,04:49,51",6,9,6:37,PUNT,3,11:26,SS42,PUNT,3,04:49,FG49,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,3,7,FG37,"H,3,7,V37","18,11,126","PEN:H,FST,A,TM,V37,N",PENALTY SS FST 0 yards to the FG37.,"H,3,7,V37",E,NA,NA,NA,NA,NA,NA,NA,18,H,SS,"PUNT,3,11:26,42","PUNT,3,04:49,51",6,9,6:37,PUNT,3,11:26,SS42,PUNT,3,04:49,FG49,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,3,7,FG37,"H,3,7,V37","18,12,127","PEN:H,FST,A,70,V48,N",PENALTY SS FST (M. Kempchen) 11 yards to the FG48.,"H,3,18,V48",E,NA,NA,NA,NA,NA,NA,NA,18,H,SS,"PUNT,3,11:26,42","PUNT,3,04:49,51",6,9,6:37,PUNT,3,11:26,SS42,PUNT,3,04:49,FG49,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,3,18,FG48,"H,3,18,V48","18,13,128","PASS:6,S,TM,V49 SACK:99",J. Wright sacked for loss of 1 yard to the FG49 (K. Maier).,"H,4,19,V49",P,NA,NA,NA,NA,NA,NA,NA,18,H,SS,"PUNT,3,11:26,42","PUNT,3,04:49,51",6,9,6:37,PUNT,3,11:26,SS42,PUNT,3,04:49,FG49,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,4,19,FG49,"H,4,19,V49","18,14,129","PUNT:3,V07",T. Bronn punt 42 yards to the FG7.,"V,1,10,V07",U,NA,NA,NA,NA,NA,NA,NA,18,H,SS,"PUNT,3,11:26,42","PUNT,3,04:49,51",6,9,6:37,PUNT,3,11:26,SS42,PUNT,3,04:49,FG49,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,FG07,"V,1,10,V07","19,1,130",{DRIVE}:04:49,FRANKFURT GALAXY drive start at 04:49.,"V,1,10,V07",NA,04:49,NA,NA,NA,NA,NA,NA,19,V,FG,"PUNT,3,04:49,7","PUNT,3,04:49,16",3,9,0:00,PUNT,3,04:49,FG07,PUNT,3,04:49,FG16,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,FG07,"V,1,10,V07","19,2,131","PEN:V,ILH,A,59,V08,N",PENALTY FG ILH (R. Warketin) 1 yards to the FG8.,"V,1,11,V08",E,NA,NA,NA,NA,NA,NA,NA,19,V,FG,"PUNT,3,04:49,7","PUNT,3,04:49,16",3,9,0:00,PUNT,3,04:49,FG07,PUNT,3,04:49,FG16,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,11,FG08,"V,1,11,V08","19,3,132","RUSH:21,V11, TACK:37,92",G. Adams rush for 3 yards to the FG11 (K. Bannasch;T. Burkhardt).,"V,2,8,V11",R,NA,NA,NA,NA,NA,NA,NA,19,V,FG,"PUNT,3,04:49,7","PUNT,3,04:49,16",3,9,0:00,PUNT,3,04:49,FG07,PUNT,3,04:49,FG16,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,2,8,FG11,"V,2,8,V11","19,4,133","PASS:6,C,82,V17 TACK:33",M. Johannknecht pass complete to H. Schwarz for 6 yards to the FG17 (B. Wenzler).,"V,3,2,V17",P,NA,NA,NA,NA,NA,NA,NA,19,V,FG,"PUNT,3,04:49,7","PUNT,3,04:49,16",3,9,0:00,PUNT,3,04:49,FG07,PUNT,3,04:49,FG16,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,3,2,FG17,"V,3,2,V17","19,5,134","PASS:6,C,86,V16 TACK:33",M. Johannknecht pass complete to L. Regler for loss of 1 yard to the FG16 (B. Wenzler).,"V,4,3,V16",P,NA,NA,NA,NA,NA,NA,NA,19,V,FG,"PUNT,3,04:49,7","PUNT,3,04:49,16",3,9,0:00,PUNT,3,04:49,FG07,PUNT,3,04:49,FG16,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,4,3,FG16,"V,4,3,V16","19,6,135","PUNT:82,V45",H. Schwarz punt 29 yards to the FG45.,"H,1,10,V45",U,NA,NA,NA,NA,NA,NA,NA,19,V,FG,"PUNT,3,04:49,7","PUNT,3,04:49,16",3,9,0:00,PUNT,3,04:49,FG07,PUNT,3,04:49,FG16,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,FG45,"H,1,10,V45","20,1,136",{DRIVE}:04:49,STUTTGART SURGE drive start at 04:49.,"H,1,10,V45",NA,04:49,NA,NA,NA,NA,NA,NA,20,H,SS,"PUNT,3,04:49,55","DOWNS,3,03:38,60",4,5,1:11,PUNT,3,04:49,FG45,DOWNS,3,03:38,FG40,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,FG45,"H,1,10,V45","20,2,137","PASS:6,I,4,*",J. Wright pass incomplete to A. Eitel.,"H,2,10,V45",P,NA,NA,NA,NA,NA,NA,NA,20,H,SS,"PUNT,3,04:49,55","DOWNS,3,03:38,60",4,5,1:11,PUNT,3,04:49,FG45,DOWNS,3,03:38,FG40,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,2,10,FG45,"H,2,10,V45","20,3,138","RUSH:27,V40, TACK:40,46",S. Shannon rush for 5 yards to the FG40 (K. King;O. Ogbevoen).,"H,3,5,V40",R,NA,NA,NA,NA,NA,NA,NA,20,H,SS,"PUNT,3,04:49,55","DOWNS,3,03:38,60",4,5,1:11,PUNT,3,04:49,FG45,DOWNS,3,03:38,FG40,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,3,5,FG40,"H,3,5,V40","20,4,139","PASS:6,I,14,*",J. Wright pass incomplete to L. Geyer.,"H,4,5,V40",P,NA,NA,NA,NA,NA,NA,NA,20,H,SS,"PUNT,3,04:49,55","DOWNS,3,03:38,60",4,5,1:11,PUNT,3,04:49,FG45,DOWNS,3,03:38,FG40,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,4,5,FG40,"H,4,5,V40","20,5,140","PASS:6,I,5,*",J. Wright pass incomplete to D. Meza.,"V,1,10,V40",P,NA,NA,NA,NA,NA,NA,NA,20,H,SS,"PUNT,3,04:49,55","DOWNS,3,03:38,60",4,5,1:11,PUNT,3,04:49,FG45,DOWNS,3,03:38,FG40,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,FG40,"V,1,10,V40","21,1,141",{DRIVE}:03:38,FRANKFURT GALAXY drive start at 03:38.,"V,1,10,V40",NA,03:38,NA,NA,NA,NA,NA,NA,21,V,FG,"DOWNS,3,03:38,40","TD,3,01:59,100",4,60,1:39,DOWNS,3,03:38,FG40,TD,3,01:59,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,FG40,"V,1,10,V40","21,2,142","RUSH:21,V44, TACK:48",G. Adams rush for 4 yards to the FG44 (T. Stickel).,"V,2,6,V44",R,NA,NA,NA,NA,NA,NA,NA,21,V,FG,"DOWNS,3,03:38,40","TD,3,01:59,100",4,60,1:39,DOWNS,3,03:38,FG40,TD,3,01:59,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,2,6,FG44,"V,2,6,V44","21,3,143","PASS:6,C,13,H29 OB:","M. Johannknecht pass complete to M. Rutsch for 27 yards to the SS29, 1ST DOWN FG, out-of-bounds.","V,1,10,H29",P,NA,Y,P,NA,NA,NA,NA,21,V,FG,"DOWNS,3,03:38,40","TD,3,01:59,100",4,60,1:39,DOWNS,3,03:38,FG40,TD,3,01:59,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,SS29,"V,1,10,H29","21,4,144","PEN:H,RPS,A,99,H14,1","PENALTY SS RPS (S. Vardar) 15 yards to the SS14, 1ST DOWN FG.","V,1,10,H14",E,NA,NA,E,NA,NA,NA,NA,21,V,FG,"DOWNS,3,03:38,40","TD,3,01:59,100",4,60,1:39,DOWNS,3,03:38,FG40,TD,3,01:59,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,SS14,"V,1,10,H14","21,5,145","RUSH:22,H01, OB:","G. Ameln rush for 13 yards to the SS1, 1ST DOWN FG, out-of-bounds.","V,1,0,H01",R,NA,Y,R,NA,NA,NA,NA,21,V,FG,"DOWNS,3,03:38,40","TD,3,01:59,100",4,60,1:39,DOWNS,3,03:38,FG40,TD,3,01:59,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,0,SS01,"V,1,0,H01","21,6,146","RUSH:6,H00, T:01:59","M. Johannknecht rush for 1 yard to the SS0, 1ST DOWN FG, TOUCHDOWN, clock 01:59.","V,1,10,H15",R,01:59,NA,R,Y,33,7,NA,21,V,FG,"DOWNS,3,03:38,40","TD,3,01:59,100",4,60,1:39,DOWNS,3,03:38,FG40,TD,3,01:59,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,10,SS15,"V,1,10,H15","21,7,147","PAT:K,15,M",M. Siemssen kick attempt failed.,"V,1,0,V35",X,NA,NA,NA,NA,NA,NA,NA,21,V,FG,"DOWNS,3,03:38,40","TD,3,01:59,100",4,60,1:39,DOWNS,3,03:38,FG40,TD,3,01:59,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,FG,1,0,FG35,"V,1,0,V35","21,8,148","KO:19,H02 RET:23,H17 OB:","N. Strahmann kickoff 63 yards to the SS2, M. Dabo return 15 yards to the SS17, out-of-bounds.","H,1,10,H17",K,NA,Y,NA,NA,NA,NA,NA,21,V,FG,"DOWNS,3,03:38,40","TD,3,01:59,100",4,60,1:39,DOWNS,3,03:38,FG40,TD,3,01:59,SS00,1
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,SS17,"H,1,10,H17","22,1,149",{DRIVE}:01:59,STUTTGART SURGE drive start at 01:59.,"H,1,10,H17",NA,01:59,NA,NA,NA,NA,NA,NA,22,H,SS,"KO,3,01:59,17","FUMB,4,15:00,56",7,39,1:59,KO,3,01:59,SS17,FUMB,4,15:00,FG44,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,SS17,"H,1,10,H17","22,2,150","RUSH:27,H22, TACK:99,40",S. Shannon rush for 5 yards to the SS22 (K. Maier;K. King).,"H,2,5,H22",R,NA,NA,NA,NA,NA,NA,NA,22,H,SS,"KO,3,01:59,17","FUMB,4,15:00,56",7,39,1:59,KO,3,01:59,SS17,FUMB,4,15:00,FG44,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,2,5,SS22,"H,2,5,H22","22,3,151","PASS:6,C,5,H32 TACK:23,14","J. Wright pass complete to D. Meza for 10 yards to the SS32, 1ST DOWN SS (D. Cooper;J. Poznanski).","H,1,10,H32",P,NA,NA,P,NA,NA,NA,NA,22,H,SS,"KO,3,01:59,17","FUMB,4,15:00,56",7,39,1:59,KO,3,01:59,SS17,FUMB,4,15:00,FG44,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,SS32,"H,1,10,H32","22,4,152","RUSH:6,H34, TACK:90",J. Wright rush for 2 yards to the SS34 (M. A. Hor).,"H,2,8,H34",R,NA,NA,NA,NA,NA,NA,NA,22,H,SS,"KO,3,01:59,17","FUMB,4,15:00,56",7,39,1:59,KO,3,01:59,SS17,FUMB,4,15:00,FG44,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,2,8,SS34,"H,2,8,H34","22,5,153",Q:4 T:15:00,"Start of 4th quarter, clock 15:00.","H,2,8,H34",#,15:00,NA,NA,NA,NA,NA,NA,22,H,SS,"KO,3,01:59,17","FUMB,4,15:00,56",7,39,1:59,KO,3,01:59,SS17,FUMB,4,15:00,FG44,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,2,8,SS34,"H,2,8,H34","22,6,154","PASS:6,C,12,H45 TACK:56","J. Wright pass complete to F. Latour for 11 yards to the SS45, 1ST DOWN SS (S. Silva Gomez).","H,1,10,H45",P,NA,NA,P,NA,NA,NA,NA,22,H,SS,"KO,3,01:59,17","FUMB,4,15:00,56",7,39,1:59,KO,3,01:59,SS17,FUMB,4,15:00,FG44,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,1,10,SS45,"H,1,10,H45","22,7,155","RUSH:27,H44, TACK:55",S. Shannon rush for loss of 1 yard to the SS44 (V. Valasti).,"H,2,11,H44",R,NA,NA,NA,NA,NA,NA,NA,22,H,SS,"KO,3,01:59,17","FUMB,4,15:00,56",7,39,1:59,KO,3,01:59,SS17,FUMB,4,15:00,FG44,NA
SSFG2102,FG,SS,Frankfurt Galaxy,Stuttgart Surge,6/27/2021,Stuttgart,Gazi-Stadion,15:00,18:05,Y,2:05,750,26 C,no wind,partly cloudy,M. Scholz,D. Clemence,S. Heimerdinger,A. Ortmann,J. Scott,C. Beckmann,Y. Hamiko,SS,2,11,SS44,"H,2,11,H44","22,8,156","PASS:6,C,18,V48",J. Wright pass complete to P. Steigerwald for 8 yards to the FG48.,"H,3,3,V48",P,NA,NA,NA,NA,NA,NA,NA,22,H,SS,"KO,3,01:59,17","FUMB,4,15:00,56",7,39,1:59,KO,3,01:59,SS17,FUMB,4,15:00,FG44,NA
