gameid,visid,homeid,visname,homename,date,location,stadium,start,end,leaguegame,nitegame,duration,attend,temp,wind,weather,ref,ump,line,lj,bj,fj,sj,cj,alt,hasball,down,togo,spot,context,playid,tokens,desc,newcontext,type,first,ob,score,vscore,hscore,clock,turnover,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,1,10,BD40,"H,1,10,H40","12,3,90","D:1,10 PASS:1,I,4,*","1st and 10, Z. Edwards pass incomplete to R. Bertellin.","H,2,10,H40",P,NA,NA,NA,NA,NA,NA,NA,12,H,BD,"KO,2,03:45,22","PUNT,2,02:21,33",5,11,1:24,KO,2,03:45,BD22,PUNT,2,02:21,BD33,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,2,10,BD40,"H,2,10,H40","12,4,91","RUSH:82,H40, OB:","J. Hervas rush for no gain to the BD40, out-of-bounds.","H,3,10,H40",R,NA,Y,NA,NA,NA,NA,NA,12,H,BD,"KO,2,03:45,22","PUNT,2,02:21,33",5,11,1:24,KO,2,03:45,BD22,PUNT,2,02:21,BD33,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,3,10,BD40,"H,3,10,H40","12,5,92","PASS:1,S,TM,H33 SACK:99",Z. Edwards sacked for loss of 7 yards to the BD33 (N. Imasuen).,"H,4,17,H33",P,NA,NA,NA,NA,NA,NA,NA,12,H,BD,"KO,2,03:45,22","PUNT,2,02:21,33",5,11,1:24,KO,2,03:45,BD22,PUNT,2,02:21,BD33,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,4,17,BD33,"H,4,17,H33","12,6,93","PUNT:18,V24",C. Manser punt 43 yards to the HD24.,"V,1,10,V24",U,NA,NA,NA,NA,NA,NA,NA,12,H,BD,"KO,2,03:45,22","PUNT,2,02:21,33",5,11,1:24,KO,2,03:45,BD22,PUNT,2,02:21,BD33,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,1,10,HD24,"V,1,10,V24","13,1,94","{DRIVE}:02:21 RUSH:24,V29, TACK:49","HAMBURG SEA DEVILS drive start at 02:21, X. Johnson rush for 5 yards to the HD29 (S. Castaner).","V,2,5,V29",R,NA,NA,NA,NA,NA,02:21,NA,13,V,HD,"PUNT,2,02:21,24","KO,3,15:00,36",4,12,2:21,PUNT,2,02:21,HD24,KO,3,15:00,HD36,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,2,5,HD29,"V,2,5,V29","13,2,95","RUSH:34,V31, TACK:10",J. Ampaw rush for 2 yards to the HD31 (C. Brugnani).,"V,3,3,V31",R,NA,NA,NA,NA,NA,NA,NA,13,V,HD,"PUNT,2,02:21,24","KO,3,15:00,36",4,12,2:21,PUNT,2,02:21,HD24,KO,3,15:00,HD36,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,3,3,HD31,"V,3,3,V31","13,3,96","PASS:10,C,12,V36 TACK:45","J. Clark pass complete to J. Madin Cerezo for 5 yards to the HD36, 1ST DOWN HD (A. Posito).","V,1,10,V36",P,P,NA,NA,NA,NA,NA,NA,13,V,HD,"PUNT,2,02:21,24","KO,3,15:00,36",4,12,2:21,PUNT,2,02:21,HD24,KO,3,15:00,HD36,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,1,10,HD36,"V,1,10,V36","13,4,97","PASS:10,I,11,* BRUP:25",J. Clark pass incomplete to B. Mau (N. Lester).,"V,2,10,V36",P,NA,NA,NA,NA,NA,NA,NA,13,V,HD,"PUNT,2,02:21,24","KO,3,15:00,36",4,12,2:21,PUNT,2,02:21,HD24,KO,3,15:00,HD36,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,2,10,HD36,"V,2,10,V36","13,5,98","Q:3 T:15:00 KO:4,H00 TB:","Start of 3rd quarter, clock 15:00, P. Andersen kickoff 64 yards to the BD0, touchback.","H,1,10,H25",K,NA,NA,NA,NA,NA,15:00,NA,13,V,HD,"PUNT,2,02:21,24","KO,3,15:00,36",4,12,2:21,PUNT,2,02:21,HD24,KO,3,15:00,HD36,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,1,10,BD25,"H,1,10,H25","14,1,99","{DRIVE}:15:00 RUSH:3,H27, TACK:94","BARCELONA DRAGONS drive start at 15:00, A. Jimenez rush for 2 yards to the BD27 (B. Grube).","H,2,8,H27",R,NA,NA,NA,NA,NA,15:00,NA,14,H,BD,"KO,3,15:00,25","FGA,3,09:58,75",11,50,5:02,KO,3,15:00,BD25,FGA,3,09:58,HD25,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,2,8,BD27,"H,2,8,H27","14,2,100","RUSH:1,H32, TACK:69,43","Z. Edwards rush for 5 yards to the BD32 (D, Weinstock;M. Boock).","H,3,3,H32",R,NA,NA,NA,NA,NA,NA,NA,14,H,BD,"KO,3,15:00,25","FGA,3,09:58,75",11,50,5:02,KO,3,15:00,BD25,FGA,3,09:58,HD25,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,3,3,BD32,"H,3,3,H32","14,3,101","PASS:1,I,15,* PEN:V,PF,A,58,H47,1 NOPLAY:","Z. Edwards pass incomplete to M. Flores, PENALTY HD personal foul (J. Bombek) 15 yards to the BD47, 1ST DOWN BD, NO PLAY.","H,1,10,H47",E,E,NA,NA,NA,NA,NA,NA,14,H,BD,"KO,3,15:00,25","FGA,3,09:58,75",11,50,5:02,KO,3,15:00,BD25,FGA,3,09:58,HD25,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,1,10,BD47,"H,1,10,H47","14,4,102","PASS:1,C,15,V47 TACK:52",Z. Edwards pass complete to M. Flores for 6 yards to the HD47 (A. Mati).,"H,2,4,V47",P,NA,NA,NA,NA,NA,NA,NA,14,H,BD,"KO,3,15:00,25","FGA,3,09:58,75",11,50,5:02,KO,3,15:00,BD25,FGA,3,09:58,HD25,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,2,4,HD47,"H,2,4,V47","14,5,103","RUSH:17,V47, TACK:93",A. Herrero rush for no gain to the HD47 (A. Babic).,"H,3,4,V47",R,NA,NA,NA,NA,NA,NA,NA,14,H,BD,"KO,3,15:00,25","FGA,3,09:58,75",11,50,5:02,KO,3,15:00,BD25,FGA,3,09:58,HD25,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,3,4,HD47,"H,3,4,V47","14,6,104","PASS:1,C,17,V31 TACK:43","Z. Edwards pass complete to A. Herrero for 16 yards to the HD31, 1ST DOWN BD (M. Boock).","H,1,10,V31",P,P,NA,NA,NA,NA,NA,NA,14,H,BD,"KO,3,15:00,25","FGA,3,09:58,75",11,50,5:02,KO,3,15:00,BD25,FGA,3,09:58,HD25,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,1,10,HD31,"H,1,10,V31","14,7,105",TOUT:V T:12:35,"Timeout Hamburg Sea Devils, clock 12:35.","H,1,10,V31",#,NA,NA,NA,NA,NA,12:35,NA,14,H,BD,"KO,3,15:00,25","FGA,3,09:58,75",11,50,5:02,KO,3,15:00,BD25,FGA,3,09:58,HD25,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,1,10,HD31,"H,1,10,V31","14,8,106","PASS:1,I,5,* BRUP:22",Z. Edwards pass incomplete to J. Constant (A. Astahin).,"H,2,10,V31",P,NA,NA,NA,NA,NA,NA,NA,14,H,BD,"KO,3,15:00,25","FGA,3,09:58,75",11,50,5:02,KO,3,15:00,BD25,FGA,3,09:58,HD25,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,2,10,HD31,"H,2,10,V31","14,9,107","PASS:1,S,TM,V34 SACK:58",Z. Edwards sacked for loss of 3 yards to the HD34 (J. Bombek).,"H,3,13,V34",P,NA,NA,NA,NA,NA,NA,NA,14,H,BD,"KO,3,15:00,25","FGA,3,09:58,75",11,50,5:02,KO,3,15:00,BD25,FGA,3,09:58,HD25,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,3,13,HD34,"H,3,13,V34","14,10,108","PASS:1,C,5,V07 TACK:23 PEN:V,FM,A,23,V03,1","Z. Edwards pass complete to J. Constant for 27 yards to the HD7, 1ST DOWN BD (J. Rogers), PENALTY HD face mask (J. Rogers) 4 yards to the HD3, 1ST DOWN BD.","H,1,0,V03",P,P,NA,NA,NA,NA,NA,NA,14,H,BD,"KO,3,15:00,25","FGA,3,09:58,75",11,50,5:02,KO,3,15:00,BD25,FGA,3,09:58,HD25,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,1,0,HD03,"H,1,0,V03","14,11,109","D:1,3 PASS:1,C,5,V02","1st and 3, Z. Edwards pass complete to J. Constant for 1 yard to the HD2.","H,2,0,V02",P,NA,NA,NA,NA,NA,NA,NA,14,H,BD,"KO,3,15:00,25","FGA,3,09:58,75",11,50,5:02,KO,3,15:00,BD25,FGA,3,09:58,HD25,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,2,0,HD02,"H,2,0,V02","14,12,110","RUSH:3,V01, TACK:97,52 PEN:H,FO,A,TM,V07,N NOPLAY:","A. Jimenez rush for 1 yard to the HD1 (B. Tchouadje;A. Mati), PENALTY BD illegal formation 5 yards to the HD7, NO PLAY.","H,2,0,V07",E,NA,NA,NA,NA,NA,NA,NA,14,H,BD,"KO,3,15:00,25","FGA,3,09:58,75",11,50,5:02,KO,3,15:00,BD25,FGA,3,09:58,HD25,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,2,0,HD07,"H,2,0,V07","14,13,111","PASS:1,S,TM,V25 SACK:23,27",Z. Edwards sacked for loss of 18 yards to the HD25 (J. Rogers;L. Mueller).,"H,3,0,V25",P,NA,NA,NA,NA,NA,NA,NA,14,H,BD,"KO,3,15:00,25","FGA,3,09:58,75",11,50,5:02,KO,3,15:00,BD25,FGA,3,09:58,HD25,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,3,0,HD25,"H,3,0,V25","14,14,112","PEN:H,DG,A,TM,V25,+",PENALTY BD delay of game 0 yards to the HD25.,"H,4,0,V25",E,NA,NA,NA,NA,NA,NA,NA,14,H,BD,"KO,3,15:00,25","FGA,3,09:58,75",11,50,5:02,KO,3,15:00,BD25,FGA,3,09:58,HD25,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,4,0,HD25,"H,4,0,V25","14,15,113","FGA:85,25,M,V37,S T:09:58","J. Llinas field goal attempt from 25 MISSED - short, spot at HD37, clock 09:58.","V,1,10,V37",F,NA,NA,NA,NA,NA,09:58,NA,14,H,BD,"KO,3,15:00,25","FGA,3,09:58,75",11,50,5:02,KO,3,15:00,BD25,FGA,3,09:58,HD25,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,1,10,HD37,"V,1,10,V37","15,1,114","{DRIVE}:09:58 PASS:10,X,23,H32 RET:23,H32 TACK:32","HAMBURG SEA DEVILS drive start at 09:58, J. Clark pass intercepted by J. Brugnani at the BD32, J. Brugnani return 0 yards to the BD32 (J. Hummel).","H,1,10,H32",P,NA,NA,NA,NA,NA,09:58,I,15,V,HD,"FGA,3,09:58,37","INT,3,09:58,37",1,0,0:00,FGA,3,09:58,HD37,INT,3,09:58,HD37,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,1,10,BD32,"H,1,10,H32","16,1,115","{DRIVE}:09:58 PASS:1,C,4,H32 OB:","BARCELONA DRAGONS drive start at 09:58, Z. Edwards pass complete to R. Bertellin for no gain to the BD32, out-of-bounds.","H,2,10,H32",P,NA,Y,NA,NA,NA,09:58,NA,16,H,BD,"INT,3,09:58,32","INT,3,05:06,57",5,25,4:52,INT,3,09:58,BD32,INT,3,05:06,HD43,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,2,10,BD32,"H,2,10,H32","16,2,116","RUSH:1,V43, TACK:93","Z. Edwards rush for 25 yards to the HD43, 1ST DOWN BD (A. Babic).","H,1,10,V43",R,R,NA,NA,NA,NA,NA,NA,16,H,BD,"INT,3,09:58,32","INT,3,05:06,57",5,25,4:52,INT,3,09:58,BD32,INT,3,05:06,HD43,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,1,10,HD43,"H,1,10,V43","16,3,117","PASS:1,I,15,*",Z. Edwards pass incomplete to M. Flores.,"H,2,10,V43",P,NA,NA,NA,NA,NA,NA,NA,16,H,BD,"INT,3,09:58,32","INT,3,05:06,57",5,25,4:52,INT,3,09:58,BD32,INT,3,05:06,HD43,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,2,10,HD43,"H,2,10,V43","16,4,118","PASS:1,C,86,V43 OB: TACK:43","Z. Edwards pass complete to M. Emos for no gain to the HD43, out-of-bounds (M. Boock).","H,3,10,V43",P,NA,Y,NA,NA,NA,NA,NA,16,H,BD,"INT,3,09:58,32","INT,3,05:06,57",5,25,4:52,INT,3,09:58,BD32,INT,3,05:06,HD43,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,BD,3,10,HD43,"H,3,10,V43","16,5,119","PASS:1,X,23,V35 RET:23,H42","Z. Edwards pass intercepted by J. Rogers at the HD35, J. Rogers return 23 yards to the BD42.","V,1,10,H42",P,NA,NA,NA,NA,NA,NA,I,16,H,BD,"INT,3,09:58,32","INT,3,05:06,57",5,25,4:52,INT,3,09:58,BD32,INT,3,05:06,HD43,NA
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,1,10,BD42,"V,1,10,H42","17,1,120","{DRIVE}:05:06 RUSH:34,H41, TACK:93,10","HAMBURG SEA DEVILS drive start at 05:06, J. Ampaw rush for 1 yard to the BD41 (A. Pinheiro;C. Brugnani).","V,2,9,H41",R,NA,NA,NA,NA,NA,05:06,NA,17,V,HD,"INT,3,05:06,58","TD,3,03:52,100",8,42,1:14,INT,3,05:06,BD42,TD,3,03:52,BD00,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,2,9,BD41,"V,2,9,H41","17,2,121","RUSH:34,H29, TACK:10","J. Ampaw rush for 12 yards to the BD29, 1ST DOWN HD (C. Brugnani).","V,1,10,H29",R,R,NA,NA,NA,NA,NA,NA,17,V,HD,"INT,3,05:06,58","TD,3,03:52,100",8,42,1:14,INT,3,05:06,BD42,TD,3,03:52,BD00,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,1,10,BD29,"V,1,10,H29","17,3,122","PEN:V,FS,A,5,H34,N",PENALTY HD false start (5) 5 yards to the BD34.,"V,1,15,H34",E,NA,NA,NA,NA,NA,NA,NA,17,V,HD,"INT,3,05:06,58","TD,3,03:52,100",8,42,1:14,INT,3,05:06,BD42,TD,3,03:52,BD00,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,1,15,BD34,"V,1,15,H34","17,4,123","RUSH:4,H19, TACK:7","P. Andersen rush for 15 yards to the BD19, 1ST DOWN HD (M. Tavarres).","V,1,10,H19",R,R,NA,NA,NA,NA,NA,NA,17,V,HD,"INT,3,05:06,58","TD,3,03:52,100",8,42,1:14,INT,3,05:06,BD42,TD,3,03:52,BD00,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,1,10,BD19,"V,1,10,H19","17,5,124","RUSH:34,H16, TACK:10",J. Ampaw rush for 3 yards to the BD16 (C. Brugnani).,"V,2,7,H16",R,NA,NA,NA,NA,NA,NA,NA,17,V,HD,"INT,3,05:06,58","TD,3,03:52,100",8,42,1:14,INT,3,05:06,BD42,TD,3,03:52,BD00,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,2,7,BD16,"V,2,7,H16","17,6,125","RUSH:34,H01, TACK:10","J. Ampaw rush for 15 yards to the BD1, 1ST DOWN HD (C. Brugnani).","V,1,0,H01",R,R,NA,NA,NA,NA,NA,NA,17,V,HD,"INT,3,05:06,58","TD,3,03:52,100",8,42,1:14,INT,3,05:06,BD42,TD,3,03:52,BD00,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,1,0,BD01,"V,1,0,H01","17,7,126","RUSH:34,H01, TACK:49",J. Ampaw rush for no gain to the BD1 (S. Castaner).,"V,2,0,H01",R,NA,NA,NA,NA,NA,NA,NA,17,V,HD,"INT,3,05:06,58","TD,3,03:52,100",8,42,1:14,INT,3,05:06,BD42,TD,3,03:52,BD00,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,2,0,BD01,"V,2,0,H01","17,8,127","RUSH:34,H04, TACK:71",J. Ampaw rush for loss of 3 yards to the BD4 (71).,"V,3,0,H04",R,NA,NA,NA,NA,NA,NA,NA,17,V,HD,"INT,3,05:06,58","TD,3,03:52,100",8,42,1:14,INT,3,05:06,BD42,TD,3,03:52,BD00,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,3,0,BD04,"V,3,0,H04","17,9,128","PASS:10,C,88,H00 T:04:11","J. Clark pass complete to A. Botella for 4 yards to the BD0, TOUCHDOWN, clock 04:11.","V,1,0,H03",P,NA,NA,Y,29,0,04:11,NA,17,V,HD,"INT,3,05:06,58","TD,3,03:52,100",8,42,1:14,INT,3,05:06,BD42,TD,3,03:52,BD00,1
BDHD2103,HD,BD,Hamburg Sea Devils,Barcelona Dragons,7/3/2021,Reus,Estadio municipal,19:00,,Y,Y,,0,26 C,no wind,mostly sunny,R.Miras,D.Clemence,J.Fernandez,M.Exposito,A.Gurbiersch,C.Beckmann,V.Cobas,J.Lanz,J.Lanz,HD,1,0,BD03,"V,1,0,H03","17,10,129","PAT:K,4,M",P. Andersen kick attempt failed.,"V,1,0,V35",X,NA,NA,NA,NA,NA,NA,NA,17,V,HD,"INT,3,05:06,58","TD,3,03:52,100",8,42,1:14,INT,3,05:06,BD42,TD,3,03:52,BD00,1
