gameid,visid,homeid,visname,homename,date,location,stadium,start,end,leaguegame,nitegame,schednote,duration,attend,temp,wind,weather,ref,ump,line,lj,bj,fj,sj,hasball,down,togo,spot,context,playid,tokens,desc,newcontext,type,clock,first,ob,turnover,score,vscore,hscore,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,CC49,"H,1,10,V49","24,1,141","RUSH:24,V42, TACK:TM",M. Herndon rush for 7 yards to the CC42 (TEAM).,"H,2,3,V42",R,NA,NA,NA,NA,NA,NA,NA,24,H,PW,"PUNT,3,00:00,51","TD,3,00:00,100",4,49,0:00,PUNT,3,00:00,CC49,TD,3,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,2,3,CC42,"H,2,3,V42","24,2,142","PASS:2,C,16,V25 TACK:20","L. O'Connor pass complete to W. Zieba for 17 yards to the CC25, 1ST DOWN PW (J. Seibel).","H,1,10,V25",P,NA,P,NA,NA,NA,NA,NA,24,H,PW,"PUNT,3,00:00,51","TD,3,00:00,100",4,49,0:00,PUNT,3,00:00,CC49,TD,3,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,CC25,"H,1,10,V25","24,3,143","PASS:2,C,24,V06 PEN:V,OD,D","L. O'Connor pass complete to M. Herndon for 19 yards to the CC6, 1ST DOWN PW, PENALTY CC offside defense declined.","H,1,0,V06",P,NA,P,NA,NA,NA,NA,NA,24,H,PW,"PUNT,3,00:00,51","TD,3,00:00,100",4,49,0:00,PUNT,3,00:00,CC49,TD,3,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,0,CC06,"H,1,0,V06","24,4,144","PASS:2,C,16,V00 T:00:00","L. O'Connor pass complete to W. Zieba for 6 yards to the CC0, 1ST DOWN PW, TOUCHDOWN, clock 00:00.","H,1,0,V03",P,00:00,P,NA,NA,Y,21,37,24,H,PW,"PUNT,3,00:00,51","TD,3,00:00,100",4,49,0:00,PUNT,3,00:00,CC49,TD,3,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,0,CC03,"H,1,0,V03","24,5,145","PAT:K,11,G",D. Panczyszyn kick attempt good.,"H,1,0,H35",X,NA,NA,NA,NA,Y,21,38,24,H,PW,"PUNT,3,00:00,51","TD,3,00:00,100",4,49,0:00,PUNT,3,00:00,CC49,TD,3,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,0,PW35,"H,1,0,H35","24,6,146","KO:11,V06 RET:1,V37 TACK:47","D. Panczyszyn kickoff 59 yards to the CC6, Q. Pounds return 31 yards to the CC37 (A. Idziak).","V,1,10,V37",K,NA,NA,NA,NA,NA,NA,NA,24,H,PW,"PUNT,3,00:00,51","TD,3,00:00,100",4,49,0:00,PUNT,3,00:00,CC49,TD,3,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,10,CC37,"V,1,10,V37","25,1,147","RUSH:28,H39, TACK:56","M. London rush for 24 yards to the PW39, 1ST DOWN CC (K. Pawlak).","V,1,10,H39",R,NA,R,NA,NA,NA,NA,NA,25,V,CC,"KO,4,00:00,37","TD,4,00:00,100",8,63,0:00,KO,4,00:00,CC37,TD,4,00:00,PW00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,10,PW39,"V,1,10,H39","25,2,148","RUSH:28,H38, TACK:TM",M. London rush for 1 yard to the PW38 (TEAM).,"V,2,9,H38",R,NA,NA,NA,NA,NA,NA,NA,25,V,CC,"KO,4,00:00,37","TD,4,00:00,100",8,63,0:00,KO,4,00:00,CC37,TD,4,00:00,PW00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,2,9,PW38,"V,2,9,H38","25,3,149","PASS:12,I,TM,* BRUP:9",J. Weinreich pass incomplete (T. Witalis).,"V,3,9,H38",P,NA,NA,NA,NA,NA,NA,NA,25,V,CC,"KO,4,00:00,37","TD,4,00:00,100",8,63,0:00,KO,4,00:00,CC37,TD,4,00:00,PW00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,3,9,PW38,"V,3,9,H38","25,4,150","PASS:12,C,1,H40 TACK:4",J. Weinreich pass complete to Q. Pounds for loss of 2 yards to the PW40 (W. Lloyd).,"V,4,11,H40",P,NA,NA,NA,NA,NA,NA,NA,25,V,CC,"KO,4,00:00,37","TD,4,00:00,100",8,63,0:00,KO,4,00:00,CC37,TD,4,00:00,PW00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,4,11,PW40,"V,4,11,H40","25,5,151","PASS:12,C,11,H28 TACK:5","J. Weinreich pass complete to N. Aarass for 12 yards to the PW28, 1ST DOWN CC (G. Zec).","V,1,10,H28",P,NA,P,NA,NA,NA,NA,NA,25,V,CC,"KO,4,00:00,37","TD,4,00:00,100",8,63,0:00,KO,4,00:00,CC37,TD,4,00:00,PW00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,10,PW28,"V,1,10,H28","25,6,152","PASS:12,C,11,H27 TACK:5",J. Weinreich pass complete to N. Aarass for 1 yard to the PW27 (G. Zec).,"V,2,9,H27",P,NA,NA,NA,NA,NA,NA,NA,25,V,CC,"KO,4,00:00,37","TD,4,00:00,100",8,63,0:00,KO,4,00:00,CC37,TD,4,00:00,PW00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,2,9,PW27,"V,2,9,H27","25,7,153","RUSH:28,H13, TACK:5","M. London rush for 14 yards to the PW13, 1ST DOWN CC (G. Zec).","V,1,10,H13",R,NA,R,NA,NA,NA,NA,NA,25,V,CC,"KO,4,00:00,37","TD,4,00:00,100",8,63,0:00,KO,4,00:00,CC37,TD,4,00:00,PW00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,10,PW13,"V,1,10,H13","25,8,154","PASS:12,C,11,H00 T:00:00","J. Weinreich pass complete to N. Aarass for 13 yards to the PW0, 1ST DOWN CC, TOUCHDOWN, clock 00:00.","V,1,0,H03",P,00:00,P,NA,NA,Y,27,38,25,V,CC,"KO,4,00:00,37","TD,4,00:00,100",8,63,0:00,KO,4,00:00,CC37,TD,4,00:00,PW00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,0,PW03,"V,1,0,H03","25,9,155","PAT:K,2,B,9,N BLOCK:1","D. Schuhmacher kick attempt failed (blocked), returned by T. Witalis - no score (blocked by D. Robinson).","V,1,0,V35",X,NA,NA,NA,NA,NA,NA,NA,25,V,CC,"KO,4,00:00,37","TD,4,00:00,100",8,63,0:00,KO,4,00:00,CC37,TD,4,00:00,PW00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,0,CC35,"V,1,0,V35","25,10,156",Q:4 T:00:00,"Start of 4th quarter, clock 00:00.","V,1,0,V35",#,00:00,NA,NA,NA,NA,NA,NA,25,V,CC,"KO,4,00:00,37","TD,4,00:00,100",8,63,0:00,KO,4,00:00,CC37,TD,4,00:00,PW00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,0,CC35,"V,1,0,V35","25,11,157","KO:2,H10 RET:23,H40 TACK:28","D. Schuhmacher kickoff 55 yards to the PW10, J. Mazan return 30 yards to the PW40 (M. London).","H,1,10,H40",K,NA,NA,NA,NA,NA,NA,NA,25,V,CC,"KO,4,00:00,37","TD,4,00:00,100",8,63,0:00,KO,4,00:00,CC37,TD,4,00:00,PW00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,PW40,"H,1,10,H40","26,1,158","PASS:2,C,15,H47 TACK:24",L. O'Connor pass complete to B. Dziedzic for 7 yards to the PW47 (D. Jacobs).,"H,2,3,H47",P,NA,NA,NA,NA,NA,NA,NA,26,H,PW,"KO,3,00:00,40","FUMB,4,00:00,56",2,16,0:00,KO,3,00:00,PW40,FUMB,4,00:00,CC44,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,2,3,PW47,"H,2,3,H47","26,2,159","RUSH:25,V49, FORCE:TM FUMB:V,V44,TM TACK:*","P. Pasqualini rush for 4 yards to the CC49, fumble forced by TEAM, fumble by P. Pasqualini recovered by CC TEAM at CC44 (*).","V,1,10,V44",R,NA,NA,NA,F,NA,NA,NA,26,H,PW,"KO,3,00:00,40","FUMB,4,00:00,56",2,16,0:00,KO,3,00:00,PW40,FUMB,4,00:00,CC44,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,10,CC44,"V,1,10,V44","27,1,160","PEN:V,FS,A,73,V39,N",PENALTY CC false start (F. Kratz) 5 yards to the CC39.,"V,1,15,V39",E,NA,NA,NA,NA,NA,NA,NA,27,V,CC,"FUMB,4,00:00,44","TD,4,00:00,100",2,56,0:00,FUMB,4,00:00,CC44,TD,4,00:00,PW00,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,15,CC39,"V,1,15,V39","27,2,161","PASS:12,D,11,* BRUP:8","J. Weinreich pass incomplete to N. Aarass, dropped pass (H. Ogrodowcyk).","V,2,15,V39",P,NA,NA,NA,NA,NA,NA,NA,27,V,CC,"FUMB,4,00:00,44","TD,4,00:00,100",2,56,0:00,FUMB,4,00:00,CC44,TD,4,00:00,PW00,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,2,15,CC39,"V,2,15,V39","27,3,162","RUSH:28,H00, T:00:00","M. London rush for 61 yards to the PW0, 1ST DOWN CC, TOUCHDOWN, clock 00:00.","V,1,0,H03",R,00:00,R,NA,NA,Y,33,38,27,V,CC,"FUMB,4,00:00,44","TD,4,00:00,100",2,56,0:00,FUMB,4,00:00,CC44,TD,4,00:00,PW00,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,0,PW03,"V,1,0,H03","27,4,163","PAT:K,2,M",D. Schuhmacher kick attempt failed.,"V,1,0,V35",X,NA,NA,NA,NA,NA,NA,NA,27,V,CC,"FUMB,4,00:00,44","TD,4,00:00,100",2,56,0:00,FUMB,4,00:00,CC44,TD,4,00:00,PW00,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,0,CC35,"V,1,0,V35","27,5,164","KO:2,H07 RET:23,H28 TACK:8","D. Schuhmacher kickoff 58 yards to the PW7, J. Mazan return 21 yards to the PW28 (P. Steffen).","H,1,10,H28",K,NA,NA,NA,NA,NA,NA,NA,27,V,CC,"FUMB,4,00:00,44","TD,4,00:00,100",2,56,0:00,FUMB,4,00:00,CC44,TD,4,00:00,PW00,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,PW28,"H,1,10,H28","28,1,165","RUSH:24,H28, TACK:TM",M. Herndon rush for no gain to the PW28 (TEAM).,"H,2,10,H28",R,NA,NA,NA,NA,NA,NA,NA,28,H,PW,"KO,4,00:00,28","TD,4,00:00,100",11,72,0:00,KO,4,00:00,PW28,TD,4,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,2,10,PW28,"H,2,10,H28","28,2,166","PASS:2,C,16,H38 TACK:31","L. O'Connor pass complete to W. Zieba for 10 yards to the PW38, 1ST DOWN PW (D. Lamy).","H,1,10,H38",P,NA,P,NA,NA,NA,NA,NA,28,H,PW,"KO,4,00:00,28","TD,4,00:00,100",11,72,0:00,KO,4,00:00,PW28,TD,4,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,PW38,"H,1,10,H38","28,3,167","RUSH:25,V48, TACK:24 PEN:V,OD,D","P. Pasqualini rush for 14 yards to the CC48, 1ST DOWN PW (D. Jacobs), PENALTY CC offside defense declined.","H,1,10,V48",R,NA,R,NA,NA,NA,NA,NA,28,H,PW,"KO,4,00:00,28","TD,4,00:00,100",11,72,0:00,KO,4,00:00,PW28,TD,4,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,CC48,"H,1,10,V48","28,4,168","RUSH:25,V35, TACK:24","P. Pasqualini rush for 13 yards to the CC35, 1ST DOWN PW (D. Jacobs).","H,1,10,V35",R,NA,R,NA,NA,NA,NA,NA,28,H,PW,"KO,4,00:00,28","TD,4,00:00,100",11,72,0:00,KO,4,00:00,PW28,TD,4,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,CC35,"H,1,10,V35","28,5,169","PASS:2,D,23,*","L. O'Connor pass incomplete to J. Mazan, dropped pass.","H,2,10,V35",P,NA,NA,NA,NA,NA,NA,NA,28,H,PW,"KO,4,00:00,28","TD,4,00:00,100",11,72,0:00,KO,4,00:00,PW28,TD,4,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,2,10,CC35,"H,2,10,V35","28,6,170",TOUT:V T:00:00,"Timeout Cologne Centurions, clock 00:00.","H,2,10,V35",#,00:00,NA,NA,NA,NA,NA,NA,28,H,PW,"KO,4,00:00,28","TD,4,00:00,100",11,72,0:00,KO,4,00:00,PW28,TD,4,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,2,10,CC35,"H,2,10,V35","28,7,171","PASS:2,F,TM,V46 SACK:TM FUMB:H,V44,2 TACK:TM","L. O'Connor sacked for loss of 11 yards to the CC46 (TEAM), fumble by L. O'Connor recovered by PW L. O'Connor at CC44 (TEAM).","H,3,19,V44",P,NA,NA,NA,NA,NA,NA,NA,28,H,PW,"KO,4,00:00,28","TD,4,00:00,100",11,72,0:00,KO,4,00:00,PW28,TD,4,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,3,19,CC44,"H,3,19,V44","28,8,172","PASS:2,C,82,V24 TACK:20","L. O'Connor pass complete to P. Banat for 20 yards to the CC24, 1ST DOWN PW (J. Seibel).","H,1,10,V24",P,NA,P,NA,NA,NA,NA,NA,28,H,PW,"KO,4,00:00,28","TD,4,00:00,100",11,72,0:00,KO,4,00:00,PW28,TD,4,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,CC24,"H,1,10,V24","28,9,173","RUSH:23,V23, TACK:24",J. Mazan rush for 1 yard to the CC23 (D. Jacobs).,"H,2,9,V23",R,NA,NA,NA,NA,NA,NA,NA,28,H,PW,"KO,4,00:00,28","TD,4,00:00,100",11,72,0:00,KO,4,00:00,PW28,TD,4,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,2,9,CC23,"H,2,9,V23","28,10,174","PASS:2,C,82,V14 OB: TACK:20","L. O'Connor pass complete to P. Banat for 9 yards to the CC14, 1ST DOWN PW, out-of-bounds (J. Seibel).","H,1,10,V14",P,NA,P,Y,NA,NA,NA,NA,28,H,PW,"KO,4,00:00,28","TD,4,00:00,100",11,72,0:00,KO,4,00:00,PW28,TD,4,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,10,CC14,"H,1,10,V14","28,11,175","RUSH:25,V11, TACK:TM",P. Pasqualini rush for 3 yards to the CC11 (TEAM).,"H,2,7,V11",R,NA,NA,NA,NA,NA,NA,NA,28,H,PW,"KO,4,00:00,28","TD,4,00:00,100",11,72,0:00,KO,4,00:00,PW28,TD,4,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,2,7,CC11,"H,2,7,V11","28,12,176","PASS:2,C,82,V00 T:00:00","L. O'Connor pass complete to P. Banat for 11 yards to the CC0, 1ST DOWN PW, TOUCHDOWN, clock 00:00.","H,1,0,V03",P,00:00,P,NA,NA,Y,33,44,28,H,PW,"KO,4,00:00,28","TD,4,00:00,100",11,72,0:00,KO,4,00:00,PW28,TD,4,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,0,CC03,"H,1,0,V03","28,13,177","PAT:K,11,G",D. Panczyszyn kick attempt good.,"H,1,0,H35",X,NA,NA,NA,NA,Y,33,45,28,H,PW,"KO,4,00:00,28","TD,4,00:00,100",11,72,0:00,KO,4,00:00,PW28,TD,4,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,PW,1,0,PW35,"H,1,0,H35","28,14,178","KO:85,V12 RET:1,V33 TACK:TM","O. Wypych kickoff 53 yards to the CC12, Q. Pounds return 21 yards to the CC33 (TEAM).","V,1,10,V33",K,NA,NA,NA,NA,NA,NA,NA,28,H,PW,"KO,4,00:00,28","TD,4,00:00,100",11,72,0:00,KO,4,00:00,PW28,TD,4,00:00,CC00,1
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,1,10,CC33,"V,1,10,V33","29,1,179","RUSH:28,V32, TACK:94",M. London rush for loss of 1 yard to the CC32 (K. Brauns).,"V,2,11,V32",R,NA,NA,NA,NA,NA,NA,NA,29,V,CC,"KO,4,00:00,33","DOWNS,4,00:00,32",4,-1,0:00,KO,4,00:00,CC33,DOWNS,4,00:00,CC32,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,2,11,CC32,"V,2,11,V32","29,2,180","PASS:12,B,10,* BRUP:6",J. Weinreich pass incomplete to J. Schlesinger (K. Ruta).,"V,3,11,V32",P,NA,NA,NA,NA,NA,NA,NA,29,V,CC,"KO,4,00:00,33","DOWNS,4,00:00,32",4,-1,0:00,KO,4,00:00,CC33,DOWNS,4,00:00,CC32,NA
PWCC2101,CC,PW,Cologne Centurions,Panthers Wroclaw,6/19/2021,"Wroclaw, Poland",Stadion Olimpijski,18:00,21:14,Y,Y,W,3:14,3000,32C,E 8km/h,Sunny,Walentynowicz,Klimes,Walentynowicz,Pachulski,Simon,Hameder,Kriesman,CC,3,11,CC32,"V,3,11,V32","29,3,181","PASS:12,B,11,*",J. Weinreich pass incomplete to N. Aarass.,"V,4,11,V32",P,NA,NA,NA,NA,NA,NA,NA,29,V,CC,"KO,4,00:00,33","DOWNS,4,00:00,32",4,-1,0:00,KO,4,00:00,CC33,DOWNS,4,00:00,CC32,NA
